cenario,bloco,concorrencia,repeticao,operacoes,concluidas,ms,throughput,saldo_inicial,movimentos,esperado,observado,divergencia,perdido,erros_total,erros_por_sqlstate,ops_por_trabalhador,maior_lacuna_event_loop_ms,extra,falhou,erro
01-sequencial,A,1,1,200,200,80.452,2485.950,10000,-200,9800,9800,0,0,0,{},[200],,{},nao,
01-sequencial,A,1,2,200,200,87.829,2277.141,10000,-200,9800,9800,0,0,0,{},[200],,{},nao,
01-sequencial,A,1,3,200,200,85.688,2334.047,10000,-200,9800,9800,0,0,0,{},[200],,{},nao,
01-sequencial,A,1,4,200,200,86.017,2325.117,10000,-200,9800,9800,0,0,0,{},[200],,{},nao,
01-sequencial,A,1,5,200,200,86.450,2313.478,10000,-200,9800,9800,0,0,0,{},[200],,{},nao,
01-sequencial,A,1,6,200,200,85.565,2337.400,10000,-200,9800,9800,0,0,0,{},[200],,{},nao,
01-sequencial,A,1,7,200,200,97.894,2043.028,10000,-200,9800,9800,0,0,0,{},[200],,{},nao,
01-sequencial,A,1,8,200,200,85.086,2350.550,10000,-200,9800,9800,0,0,0,{},[200],,{},nao,
01-sequencial,A,1,9,200,200,85.461,2340.254,10000,-200,9800,9800,0,0,0,{},[200],,{},nao,
01-sequencial,A,1,10,200,200,85.511,2338.891,10000,-200,9800,9800,0,0,0,{},[200],,{},nao,
02-corrida-sem-thread,A,1,1,200,200,74.983,2667.261,10000,-200,9800,9800,0,0,0,{},[200],,"{""saquesEfetivados"":200,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,1,2,200,200,85.780,2331.557,10000,-200,9800,9800,0,0,0,{},[200],,"{""saquesEfetivados"":200,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,1,3,200,200,84.312,2372.135,10000,-200,9800,9800,0,0,0,{},[200],,"{""saquesEfetivados"":200,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,1,4,200,200,84.441,2368.517,10000,-200,9800,9800,0,0,0,{},[200],,"{""saquesEfetivados"":200,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,1,5,200,200,84.979,2353.523,10000,-200,9800,9800,0,0,0,{},[200],,"{""saquesEfetivados"":200,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,1,6,200,200,84.425,2368.969,10000,-200,9800,9800,0,0,0,{},[200],,"{""saquesEfetivados"":200,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,1,7,200,200,84.024,2380.258,10000,-200,9800,9800,0,0,0,{},[200],,"{""saquesEfetivados"":200,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,1,8,200,200,83.955,2382.221,10000,-200,9800,9800,0,0,0,{},[200],,"{""saquesEfetivados"":200,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,1,9,200,200,85.224,2346.746,10000,-200,9800,9800,0,0,0,{},[200],,"{""saquesEfetivados"":200,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,1,10,200,200,85.378,2342.535,10000,-200,9800,9800,0,0,0,{},[200],,"{""saquesEfetivados"":200,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,2,1,200,200,49.965,4002.782,10000,-200,9800,9897,97,97,0,{},"[102,98]",,"{""saquesEfetivados"":103,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,2,2,200,200,50.414,3967.191,10000,-200,9800,9897,97,97,0,{},"[102,98]",,"{""saquesEfetivados"":103,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,2,3,200,200,52.021,3844.567,10000,-200,9800,9897,97,97,0,{},"[103,97]",,"{""saquesEfetivados"":103,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,2,4,200,200,52.770,3790.059,10000,-200,9800,9897,97,97,0,{},"[103,97]",,"{""saquesEfetivados"":103,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,2,5,200,200,54.758,3652.459,10000,-200,9800,9897,97,97,0,{},"[102,98]",,"{""saquesEfetivados"":103,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,2,6,200,200,50.535,3957.692,10000,-200,9800,9892,92,92,0,{},"[103,97]",,"{""saquesEfetivados"":108,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,2,7,200,200,53.197,3759.599,10000,-200,9800,9897,97,97,0,{},"[103,97]",,"{""saquesEfetivados"":103,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,2,8,200,200,51.928,3851.490,10000,-200,9800,9897,97,97,0,{},"[102,98]",,"{""saquesEfetivados"":103,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,2,9,200,200,51.800,3861.019,10000,-200,9800,9895,95,95,0,{},"[102,98]",,"{""saquesEfetivados"":105,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,2,10,200,200,51.077,3915.647,10000,-200,9800,9897,97,97,0,{},"[103,97]",,"{""saquesEfetivados"":103,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,4,1,200,200,48.266,4143.711,10000,-200,9800,9920,120,120,0,{},"[53,49,49,49]",,"{""saquesEfetivados"":80,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,4,2,200,200,47.661,4196.259,10000,-200,9800,9914,114,114,0,{},"[52,50,49,49]",,"{""saquesEfetivados"":86,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,4,3,200,200,58.612,3412.256,10000,-200,9800,9910,110,110,0,{},"[60,46,47,47]",,"{""saquesEfetivados"":90,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,4,4,200,200,49.765,4018.852,10000,-200,9800,9920,120,120,0,{},"[52,49,50,49]",,"{""saquesEfetivados"":80,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,4,5,200,200,47.971,4169.222,10000,-200,9800,9915,115,115,0,{},"[53,49,49,49]",,"{""saquesEfetivados"":85,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,4,6,200,200,46.932,4261.492,10000,-200,9800,9916,116,116,0,{},"[54,49,48,49]",,"{""saquesEfetivados"":84,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,4,7,200,200,48.212,4148.327,10000,-200,9800,9919,119,119,0,{},"[52,50,48,50]",,"{""saquesEfetivados"":81,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,4,8,200,200,48.384,4133.587,10000,-200,9800,9918,118,118,0,{},"[53,49,49,49]",,"{""saquesEfetivados"":82,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,4,9,200,200,46.634,4288.732,10000,-200,9800,9913,113,113,0,{},"[53,48,50,49]",,"{""saquesEfetivados"":87,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,4,10,200,200,47.723,4190.855,10000,-200,9800,9915,115,115,0,{},"[52,49,49,50]",,"{""saquesEfetivados"":85,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,8,1,200,200,55.606,3596.764,10000,-200,9800,9966,166,166,0,{},"[30,23,22,24,27,25,23,26]",,"{""saquesEfetivados"":34,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,8,2,200,200,54.793,3650.126,10000,-200,9800,9963,163,163,0,{},"[32,25,24,24,23,22,24,26]",,"{""saquesEfetivados"":37,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,8,3,200,200,65.610,3048.314,10000,-200,9800,9950,150,150,0,{},"[44,19,21,23,21,25,23,24]",,"{""saquesEfetivados"":50,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,8,4,200,200,55.704,3590.406,10000,-200,9800,9969,169,169,0,{},"[27,24,23,25,29,22,26,24]",,"{""saquesEfetivados"":31,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,8,5,200,200,56.650,3530.461,10000,-200,9800,9969,169,169,0,{},"[27,27,23,26,24,28,25,20]",,"{""saquesEfetivados"":31,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,8,6,200,200,63.237,3162.712,10000,-200,9800,9964,164,164,0,{},"[28,26,23,21,25,23,27,27]",,"{""saquesEfetivados"":36,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,8,7,200,200,55.868,3579.896,10000,-200,9800,9965,165,165,0,{},"[27,22,25,26,27,23,26,24]",,"{""saquesEfetivados"":35,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,8,8,200,200,55.747,3587.653,10000,-200,9800,9964,164,164,0,{},"[28,24,20,24,28,28,27,21]",,"{""saquesEfetivados"":36,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,8,9,200,200,55.136,3627.405,10000,-200,9800,9961,161,161,0,{},"[29,28,26,21,23,25,21,27]",,"{""saquesEfetivados"":39,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,8,10,200,200,55.174,3624.896,10000,-200,9800,9959,159,159,0,{},"[28,23,24,28,21,25,25,26]",,"{""saquesEfetivados"":41,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,16,1,200,200,75.183,2660.185,10000,-200,9800,9986,186,186,0,{},"[10,14,9,16,13,11,13,16,12,11,11,15,14,13,10,12]",,"{""saquesEfetivados"":14,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,16,2,200,200,67.747,2952.175,10000,-200,9800,9985,185,185,0,{},"[18,6,14,17,12,13,15,13,12,9,12,11,11,10,14,13]",,"{""saquesEfetivados"":15,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,16,3,200,200,81.883,2442.521,10000,-200,9800,9986,186,186,0,{},"[7,10,14,19,11,16,13,12,12,12,10,17,11,14,11,11]",,"{""saquesEfetivados"":14,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,16,4,200,200,69.803,2865.200,10000,-200,9800,9981,181,181,0,{},"[13,13,14,15,12,13,2,12,18,10,9,13,13,19,13,11]",,"{""saquesEfetivados"":19,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,16,5,200,200,69.021,2897.679,10000,-200,9800,9981,181,181,0,{},"[18,12,11,11,15,9,10,17,16,9,11,9,14,14,10,14]",,"{""saquesEfetivados"":19,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,16,6,200,200,68.314,2927.679,10000,-200,9800,9983,183,183,0,{},"[13,16,17,12,13,14,10,14,9,13,15,6,14,10,13,11]",,"{""saquesEfetivados"":17,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,16,7,200,200,68.331,2926.929,10000,-200,9800,9987,187,187,0,{},"[15,12,14,13,14,8,15,12,8,11,11,14,16,8,13,16]",,"{""saquesEfetivados"":13,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,16,8,200,200,67.963,2942.787,10000,-200,9800,9988,188,188,0,{},"[11,15,15,16,10,10,10,9,12,10,13,15,14,12,14,14]",,"{""saquesEfetivados"":12,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,16,9,200,200,66.433,3010.533,10000,-200,9800,9981,181,181,0,{},"[15,19,14,5,9,14,16,15,14,10,9,12,13,14,10,11]",,"{""saquesEfetivados"":19,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,16,10,200,200,68.379,2924.891,10000,-200,9800,9984,184,184,0,{},"[14,16,9,14,13,12,12,15,16,12,13,11,11,10,11,11]",,"{""saquesEfetivados"":16,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,32,1,200,200,81.483,2454.496,10000,-200,9800,9992,192,192,0,{},"[10,8,8,7,7,5,4,5,7,6,4,7,4,10,5,6,5,4,5,5,9,7,9,6,7,9,7,6,4,5,3,6]",,"{""saquesEfetivados"":8,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,32,2,200,200,85.063,2351.186,10000,-200,9800,9989,189,189,0,{},"[8,7,4,12,5,8,6,5,10,2,8,4,6,4,7,6,7,4,4,5,5,8,6,8,5,6,3,7,11,3,11,5]",,"{""saquesEfetivados"":11,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,32,3,200,200,84.744,2360.060,10000,-200,9800,9993,193,193,0,{},"[9,6,5,8,3,5,6,5,5,7,10,8,5,6,6,5,5,3,4,6,11,10,9,8,4,4,2,9,6,5,7,8]",,"{""saquesEfetivados"":7,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,32,4,200,200,86.220,2319.637,10000,-200,9800,9986,186,186,0,{},"[8,6,9,6,7,6,5,8,8,5,2,8,6,8,6,4,5,6,6,4,8,2,7,8,7,5,6,6,10,9,3,6]",,"{""saquesEfetivados"":14,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,32,5,200,200,89.820,2226.686,10000,-200,9800,9988,188,188,0,{},"[9,3,7,7,6,6,7,8,10,4,5,6,6,2,3,4,6,8,5,8,6,5,9,7,5,7,6,3,7,7,8,10]",,"{""saquesEfetivados"":12,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,32,6,200,200,84.598,2364.129,10000,-200,9800,9996,196,196,0,{},"[4,3,5,12,8,6,1,9,8,5,8,8,3,6,9,9,1,5,6,2,7,8,11,8,9,4,4,4,8,9,6,4]",,"{""saquesEfetivados"":4,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,32,7,200,200,82.812,2415.120,10000,-200,9800,9989,189,189,0,{},"[6,5,8,6,9,8,7,5,7,6,8,6,4,4,7,8,5,6,6,7,6,5,6,5,5,14,6,10,1,7,5,2]",,"{""saquesEfetivados"":11,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,32,8,200,200,83.693,2389.678,10000,-200,9800,9994,194,194,0,{},"[10,6,5,8,4,2,5,7,7,9,11,5,7,7,2,5,2,7,10,4,7,8,11,5,5,6,6,5,9,5,3,7]",,"{""saquesEfetivados"":6,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,32,9,200,200,81.687,2448.381,10000,-200,9800,9990,190,190,0,{},"[9,4,5,9,8,6,7,6,5,4,7,3,5,4,5,8,7,7,8,5,6,6,7,7,7,6,8,7,10,6,5,3]",,"{""saquesEfetivados"":10,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,32,10,200,200,83.610,2392.062,10000,-200,9800,9990,190,190,0,{},"[10,5,4,2,4,8,6,6,4,3,10,4,7,6,6,6,5,6,6,3,7,14,7,6,6,7,7,9,10,7,4,5]",,"{""saquesEfetivados"":10,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,64,1,200,200,107.933,1853.004,10000,-200,9800,9994,194,194,0,{},"[6,4,2,3,4,1,2,3,4,3,5,4,2,5,5,6,4,2,3,5,3,1,3,3,4,2,1,1,3,4,3,2,4,2,2,1,5,4,2,7,2,5,4,3,3,4,4,5,3,2,2,4,3,2,3,4,1,1,1,1,2,2,4,5]",,"{""saquesEfetivados"":6,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,64,2,200,200,104.790,1908.583,10000,-200,9800,9993,193,193,0,{},"[3,4,2,2,3,2,2,5,6,1,4,3,3,3,8,3,3,4,1,1,5,6,7,4,2,2,4,2,5,1,3,3,3,2,2,2,5,1,3,3,1,2,4,2,2,1,5,3,4,3,2,7,2,3,1,4,2,2,2,3,4,5,4,4]",,"{""saquesEfetivados"":7,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,64,3,200,200,108.878,1836.922,10000,-200,9800,9994,194,194,0,{},"[3,5,6,1,7,3,2,3,3,5,2,6,4,2,4,4,2,5,3,3,2,1,3,1,3,4,4,1,1,1,4,2,5,4,3,2,5,3,2,6,2,2,2,2,2,3,3,3,4,3,2,3,3,7,2,6,5,3,2,2,2,2,3,2]",,"{""saquesEfetivados"":6,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,64,4,200,200,100.232,1995.376,10000,-200,9800,9991,191,191,0,{},"[4,4,3,5,2,3,2,3,4,5,4,4,3,3,6,2,3,4,4,4,2,2,2,2,4,2,3,1,2,3,2,3,1,2,4,3,3,1,3,5,3,2,2,3,3,4,2,5,4,3,3,3,7,4,2,3,3,2,6,4,2,3,1,4]",,"{""saquesEfetivados"":9,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,64,5,200,200,100.049,1999.016,10000,-200,9800,9995,195,195,0,{},"[7,2,1,4,3,1,1,4,4,4,4,2,8,3,3,2,4,1,1,4,1,2,4,4,4,2,6,2,1,4,3,2,1,4,4,3,3,2,2,3,3,2,3,2,6,3,3,2,1,4,3,4,3,3,3,6,5,1,3,4,5,2,3,6]",,"{""saquesEfetivados"":5,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,64,6,200,200,97.803,2044.919,10000,-200,9800,9996,196,196,0,{},"[4,4,3,3,3,2,3,2,4,3,3,3,3,2,4,2,7,3,3,4,4,5,2,3,2,3,2,3,4,6,2,2,3,2,2,5,3,4,1,2,1,5,1,3,3,4,3,3,3,2,3,3,3,2,4,1,4,3,5,3,5,5,2,4]",,"{""saquesEfetivados"":4,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,64,7,200,200,99.076,2018.658,10000,-200,9800,9992,192,192,0,{},"[3,8,1,4,3,4,3,2,3,4,4,3,4,5,1,1,1,2,3,2,2,6,1,2,3,4,3,3,5,4,2,5,1,3,3,2,2,2,7,3,1,4,3,4,3,4,4,3,4,4,2,3,2,2,2,1,6,2,3,6,5,3,4,1]",,"{""saquesEfetivados"":8,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,64,8,200,200,97.477,2051.763,10000,-200,9800,9993,193,193,0,{},"[6,5,2,4,6,6,3,2,3,4,4,4,4,2,2,3,1,1,3,3,3,2,1,2,3,3,3,4,6,3,3,3,3,4,3,1,2,4,3,3,3,2,4,2,2,2,4,4,4,3,4,3,4,4,5,5,1,2,2,4,1,2,4,2]",,"{""saquesEfetivados"":7,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,64,9,200,200,97.462,2052.085,10000,-200,9800,9992,192,192,0,{},"[7,6,3,1,1,1,4,2,4,6,2,2,3,3,3,4,4,1,2,7,2,4,2,1,3,3,2,2,5,3,4,4,1,6,4,7,4,3,1,1,3,5,2,4,3,2,2,4,5,2,3,3,2,3,2,2,6,2,3,2,1,4,3,4]",,"{""saquesEfetivados"":8,""saquesRegistrados"":200}",nao,
02-corrida-sem-thread,A,64,10,200,200,95.128,2102.428,10000,-200,9800,9988,188,188,0,{},"[6,4,3,4,2,4,4,3,5,3,2,5,4,4,4,4,3,3,2,1,1,1,3,3,7,2,4,2,1,2,3,8,6,1,2,2,3,3,4,1,4,3,3,3,4,2,4,3,4,3,4,1,3,2,4,2,2,6,3,1,2,2,2,4]",,"{""saquesEfetivados"":12,""saquesRegistrados"":200}",nao,
03-promise-orfa,A,11,1,22,20,810.737,24.669,10000,-20,9980,9980,0,0,1,"{""JS"":1}",[],,"{""msAteTudoPronto"":0.04,""msAteTerminarDeVerdade"":801.57,""concluidosQuandoImprimiuTudoPronto"":0,""relatorioAllSettledDiz"":""11/11 sucesso"",""verdadeAllSettled"":""10/11 sucesso"",""errosEngolidosNoForEach"":1}",nao,
03-promise-orfa,A,11,2,22,20,811.473,24.647,10000,-20,9980,9980,0,0,1,"{""JS"":1}",[],,"{""msAteTudoPronto"":0.04,""msAteTerminarDeVerdade"":801.6,""concluidosQuandoImprimiuTudoPronto"":0,""relatorioAllSettledDiz"":""11/11 sucesso"",""verdadeAllSettled"":""10/11 sucesso"",""errosEngolidosNoForEach"":1}",nao,
03-promise-orfa,A,11,3,22,20,810.404,24.679,10000,-20,9980,9980,0,0,1,"{""JS"":1}",[],,"{""msAteTudoPronto"":0.04,""msAteTerminarDeVerdade"":801.13,""concluidosQuandoImprimiuTudoPronto"":0,""relatorioAllSettledDiz"":""11/11 sucesso"",""verdadeAllSettled"":""10/11 sucesso"",""errosEngolidosNoForEach"":1}",nao,
03-promise-orfa,A,11,4,22,20,811.045,24.660,10000,-20,9980,9980,0,0,1,"{""JS"":1}",[],,"{""msAteTudoPronto"":0.04,""msAteTerminarDeVerdade"":801.3,""concluidosQuandoImprimiuTudoPronto"":0,""relatorioAllSettledDiz"":""11/11 sucesso"",""verdadeAllSettled"":""10/11 sucesso"",""errosEngolidosNoForEach"":1}",nao,
03-promise-orfa,A,11,5,22,20,811.676,24.640,10000,-20,9980,9980,0,0,1,"{""JS"":1}",[],,"{""msAteTudoPronto"":0.03,""msAteTerminarDeVerdade"":801.32,""concluidosQuandoImprimiuTudoPronto"":0,""relatorioAllSettledDiz"":""11/11 sucesso"",""verdadeAllSettled"":""10/11 sucesso"",""errosEngolidosNoForEach"":1}",nao,
03-promise-orfa,A,11,6,22,20,811.589,24.643,10000,-20,9980,9980,0,0,1,"{""JS"":1}",[],,"{""msAteTudoPronto"":0.02,""msAteTerminarDeVerdade"":802.02,""concluidosQuandoImprimiuTudoPronto"":0,""relatorioAllSettledDiz"":""11/11 sucesso"",""verdadeAllSettled"":""10/11 sucesso"",""errosEngolidosNoForEach"":1}",nao,
03-promise-orfa,A,11,7,22,20,809.479,24.707,10000,-20,9980,9980,0,0,1,"{""JS"":1}",[],,"{""msAteTudoPronto"":0.03,""msAteTerminarDeVerdade"":800.46,""concluidosQuandoImprimiuTudoPronto"":0,""relatorioAllSettledDiz"":""11/11 sucesso"",""verdadeAllSettled"":""10/11 sucesso"",""errosEngolidosNoForEach"":1}",nao,
03-promise-orfa,A,11,8,22,20,812.171,24.625,10000,-20,9980,9980,0,0,1,"{""JS"":1}",[],,"{""msAteTudoPronto"":0.03,""msAteTerminarDeVerdade"":801.59,""concluidosQuandoImprimiuTudoPronto"":0,""relatorioAllSettledDiz"":""11/11 sucesso"",""verdadeAllSettled"":""10/11 sucesso"",""errosEngolidosNoForEach"":1}",nao,
03-promise-orfa,A,11,9,22,20,812.576,24.613,10000,-20,9980,9980,0,0,1,"{""JS"":1}",[],,"{""msAteTudoPronto"":0.02,""msAteTerminarDeVerdade"":801.3,""concluidosQuandoImprimiuTudoPronto"":0,""relatorioAllSettledDiz"":""11/11 sucesso"",""verdadeAllSettled"":""10/11 sucesso"",""errosEngolidosNoForEach"":1}",nao,
03-promise-orfa,A,11,10,22,20,811.295,24.652,10000,-20,9980,9980,0,0,1,"{""JS"":1}",[],,"{""msAteTudoPronto"":0.03,""msAteTerminarDeVerdade"":800.74,""concluidosQuandoImprimiuTudoPronto"":0,""relatorioAllSettledDiz"":""11/11 sucesso"",""verdadeAllSettled"":""10/11 sucesso"",""errosEngolidosNoForEach"":1}",nao,
04-event-loop-travado,A,1,1,700000000,700000000,1809.199,386911618.334,0,0,0,0,0,0,0,{},[700000000],1905.468,"{""batidasObservadas"":8,""batidasEsperadas"":27,""batidasPerdidas"":19,""hashesPorSegundo"":386911618}",nao,
04-event-loop-travado,A,1,2,700000000,700000000,1812.917,386118080.446,0,0,0,0,0,0,0,{},[700000000],1910.196,"{""batidasObservadas"":8,""batidasEsperadas"":27,""batidasPerdidas"":19,""hashesPorSegundo"":386118080}",nao,
04-event-loop-travado,A,1,3,700000000,700000000,1807.460,387283839.427,0,0,0,0,0,0,0,{},[700000000],1904.753,"{""batidasObservadas"":8,""batidasEsperadas"":27,""batidasPerdidas"":19,""hashesPorSegundo"":387283839}",nao,
04-event-loop-travado,A,1,4,700000000,700000000,1811.089,386507777.236,0,0,0,0,0,0,0,{},[700000000],1908.369,"{""batidasObservadas"":8,""batidasEsperadas"":27,""batidasPerdidas"":19,""hashesPorSegundo"":386507777}",nao,
04-event-loop-travado,A,1,5,700000000,700000000,1779.089,393459817.163,0,0,0,0,0,0,0,{},[700000000],1875.405,"{""batidasObservadas"":8,""batidasEsperadas"":26,""batidasPerdidas"":18,""hashesPorSegundo"":393459817}",nao,
04-event-loop-travado,A,1,6,700000000,700000000,1784.079,392359371.176,0,0,0,0,0,0,0,{},[700000000],1881.363,"{""batidasObservadas"":8,""batidasEsperadas"":26,""batidasPerdidas"":18,""hashesPorSegundo"":392359371}",nao,
04-event-loop-travado,A,1,7,700000000,700000000,1783.996,392377662.119,0,0,0,0,0,0,0,{},[700000000],1880.267,"{""batidasObservadas"":8,""batidasEsperadas"":26,""batidasPerdidas"":18,""hashesPorSegundo"":392377662}",nao,
04-event-loop-travado,A,1,8,700000000,700000000,1784.014,392373492.480,0,0,0,0,0,0,0,{},[700000000],1880.080,"{""batidasObservadas"":8,""batidasEsperadas"":26,""batidasPerdidas"":18,""hashesPorSegundo"":392373492}",nao,
04-event-loop-travado,A,1,9,700000000,700000000,1781.147,393005135.377,0,0,0,0,0,0,0,{},[700000000],1878.482,"{""batidasObservadas"":8,""batidasEsperadas"":26,""batidasPerdidas"":18,""hashesPorSegundo"":393005135}",nao,
04-event-loop-travado,A,1,10,700000000,700000000,1784.646,392234696.172,0,0,0,0,0,0,0,{},[700000000],1881.909,"{""batidasObservadas"":8,""batidasEsperadas"":26,""batidasPerdidas"":18,""hashesPorSegundo"":392234696}",nao,
05-conexao-compartilhada,A,1,1,60,60,300.609,199.595,10000,-60,9940,9940,0,0,0,{},[60],,"{""msClientCompartilhado"":300.61,""msComPool"":288.17,""throughputClientCompartilhado"":199.6,""throughputComPool"":208.2,""vezesMaisLento"":1.04}",nao,
05-conexao-compartilhada,A,1,2,60,60,266.353,225.265,10000,-60,9940,9940,0,0,0,{},[60],,"{""msClientCompartilhado"":266.35,""msComPool"":295.3,""throughputClientCompartilhado"":225.3,""throughputComPool"":203.2,""vezesMaisLento"":0.9}",nao,
05-conexao-compartilhada,A,1,3,60,60,288.898,207.686,10000,-60,9940,9940,0,0,0,{},[60],,"{""msClientCompartilhado"":288.9,""msComPool"":296.08,""throughputClientCompartilhado"":207.7,""throughputComPool"":202.6,""vezesMaisLento"":0.98}",nao,
05-conexao-compartilhada,A,1,4,60,60,292.565,205.082,10000,-60,9940,9940,0,0,0,{},[60],,"{""msClientCompartilhado"":292.57,""msComPool"":302.13,""throughputClientCompartilhado"":205.1,""throughputComPool"":198.6,""vezesMaisLento"":0.97}",nao,
05-conexao-compartilhada,A,1,5,60,60,264.386,226.941,10000,-60,9940,9940,0,0,0,{},[60],,"{""msClientCompartilhado"":264.39,""msComPool"":284.48,""throughputClientCompartilhado"":226.9,""throughputComPool"":210.9,""vezesMaisLento"":0.93}",nao,
05-conexao-compartilhada,A,1,6,60,60,300.654,199.565,10000,-60,9940,9940,0,0,0,{},[60],,"{""msClientCompartilhado"":300.65,""msComPool"":293.73,""throughputClientCompartilhado"":199.6,""throughputComPool"":204.3,""vezesMaisLento"":1.02}",nao,
05-conexao-compartilhada,A,1,7,60,60,291.866,205.574,10000,-60,9940,9940,0,0,0,{},[60],,"{""msClientCompartilhado"":291.87,""msComPool"":299.94,""throughputClientCompartilhado"":205.6,""throughputComPool"":200,""vezesMaisLento"":0.97}",nao,
05-conexao-compartilhada,A,1,8,60,60,279.833,214.414,10000,-60,9940,9940,0,0,0,{},[60],,"{""msClientCompartilhado"":279.83,""msComPool"":282.57,""throughputClientCompartilhado"":214.4,""throughputComPool"":212.3,""vezesMaisLento"":0.99}",nao,
05-conexao-compartilhada,A,1,9,60,60,283.613,211.556,10000,-60,9940,9940,0,0,0,{},[60],,"{""msClientCompartilhado"":283.61,""msComPool"":282.53,""throughputClientCompartilhado"":211.6,""throughputComPool"":212.4,""vezesMaisLento"":1}",nao,
05-conexao-compartilhada,A,1,10,60,60,293.275,204.586,10000,-60,9940,9940,0,0,0,{},[60],,"{""msClientCompartilhado"":293.27,""msComPool"":287.16,""throughputClientCompartilhado"":204.6,""throughputComPool"":208.9,""vezesMaisLento"":1.02}",nao,
05-conexao-compartilhada,A,2,1,60,60,250.966,239.076,10000,-60,9940,9970,30,30,0,{},"[30,30]",,"{""msClientCompartilhado"":250.97,""msComPool"":135.83,""throughputClientCompartilhado"":239.1,""throughputComPool"":441.7,""vezesMaisLento"":1.85}",nao,
