cenario,bloco,concorrencia,repeticao,operacoes,concluidas,ms,throughput,saldo_inicial,movimentos,esperado,observado,divergencia,perdido,erros_total,erros_por_sqlstate,ops_por_trabalhador,maior_lacuna_event_loop_ms,extra,falhou,erro
10-leitura-suja,B,2,9,40,40,417.972,95.700,10000,0,10000,10000,0,0,0,{},"[20,20]",,"{""workers"":2,""amostras"":4035,""amostrasSujas"":3605,""percentualSujo"":89.3,""totalMinimoObservado"":9800,""totalMaximoObservado"":10000,""maiorBuraco"":200,""pausaMs"":15}",nao,
10-leitura-suja,B,2,10,40,40,418.777,95.516,10000,0,10000,10000,0,0,0,{},"[20,20]",,"{""workers"":2,""amostras"":4171,""amostrasSujas"":3741,""percentualSujo"":89.7,""totalMinimoObservado"":9800,""totalMaximoObservado"":10000,""maiorBuraco"":200,""pausaMs"":15}",nao,
10-leitura-suja,B,5,1,40,40,230.426,173.592,10000,0,10000,10000,0,0,0,{},"[8,8,8,8,8]",,"{""workers"":5,""amostras"":1725,""amostrasSujas"":1482,""percentualSujo"":85.9,""totalMinimoObservado"":9500,""totalMaximoObservado"":10000,""maiorBuraco"":500,""pausaMs"":15}",nao,
10-leitura-suja,B,5,2,40,40,236.882,168.861,10000,0,10000,10000,0,0,0,{},"[8,8,8,8,8]",,"{""workers"":5,""amostras"":1744,""amostrasSujas"":1519,""percentualSujo"":87.1,""totalMinimoObservado"":9500,""totalMaximoObservado"":10000,""maiorBuraco"":500,""pausaMs"":15}",nao,
10-leitura-suja,B,5,3,40,40,232.237,172.238,10000,0,10000,10000,0,0,0,{},"[8,8,8,8,8]",,"{""workers"":5,""amostras"":1795,""amostrasSujas"":1553,""percentualSujo"":86.5,""totalMinimoObservado"":9500,""totalMaximoObservado"":10000,""maiorBuraco"":500,""pausaMs"":15}",nao,
10-leitura-suja,B,5,4,40,40,234.814,170.348,10000,0,10000,10000,0,0,0,{},"[8,8,8,8,8]",,"{""workers"":5,""amostras"":1915,""amostrasSujas"":1686,""percentualSujo"":88,""totalMinimoObservado"":9500,""totalMaximoObservado"":10000,""maiorBuraco"":500,""pausaMs"":15}",nao,
10-leitura-suja,B,5,5,40,40,230.188,173.771,10000,0,10000,10000,0,0,0,{},"[8,8,8,8,8]",,"{""workers"":5,""amostras"":1786,""amostrasSujas"":1546,""percentualSujo"":86.6,""totalMinimoObservado"":9500,""totalMaximoObservado"":10000,""maiorBuraco"":500,""pausaMs"":15}",nao,
10-leitura-suja,B,5,6,40,40,234.823,170.341,10000,0,10000,10000,0,0,0,{},"[8,8,8,8,8]",,"{""workers"":5,""amostras"":1782,""amostrasSujas"":1526,""percentualSujo"":85.6,""totalMinimoObservado"":9500,""totalMaximoObservado"":10000,""maiorBuraco"":500,""pausaMs"":15}",nao,
10-leitura-suja,B,5,7,40,40,232.311,172.183,10000,0,10000,10000,0,0,0,{},"[8,8,8,8,8]",,"{""workers"":5,""amostras"":1793,""amostrasSujas"":1536,""percentualSujo"":85.7,""totalMinimoObservado"":9500,""totalMaximoObservado"":10000,""maiorBuraco"":500,""pausaMs"":15}",nao,
10-leitura-suja,B,5,8,40,40,244.626,163.515,10000,0,10000,10000,0,0,0,{},"[8,8,8,8,8]",,"{""workers"":5,""amostras"":1820,""amostrasSujas"":1557,""percentualSujo"":85.5,""totalMinimoObservado"":9500,""totalMaximoObservado"":10000,""maiorBuraco"":500,""pausaMs"":15}",nao,
10-leitura-suja,B,5,9,40,40,232.344,172.159,10000,0,10000,10000,0,0,0,{},"[8,8,8,8,8]",,"{""workers"":5,""amostras"":1778,""amostrasSujas"":1535,""percentualSujo"":86.3,""totalMinimoObservado"":9500,""totalMaximoObservado"":10000,""maiorBuraco"":500,""pausaMs"":15}",nao,
10-leitura-suja,B,5,10,40,40,233.134,171.575,10000,0,10000,10000,0,0,0,{},"[8,8,8,8,8]",,"{""workers"":5,""amostras"":1774,""amostrasSujas"":1547,""percentualSujo"":87.2,""totalMinimoObservado"":9500,""totalMaximoObservado"":10000,""maiorBuraco"":500,""pausaMs"":15}",nao,
11-heisenbug-sem-log,B,2,1,100,100,26.647,3752.721,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":50}",nao,
11-heisenbug-sem-log,B,2,2,100,100,26.407,3786.940,10000,-100,9900,9948,48,48,0,{},"[50,50]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":52}",nao,
11-heisenbug-sem-log,B,2,3,100,100,25.546,3914.520,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":50}",nao,
11-heisenbug-sem-log,B,2,4,100,100,25.495,3922.350,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":50}",nao,
11-heisenbug-sem-log,B,2,5,100,100,26.524,3770.218,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":50}",nao,
11-heisenbug-sem-log,B,2,6,100,100,26.739,3739.815,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":50}",nao,
11-heisenbug-sem-log,B,2,7,100,100,26.168,3821.455,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":50}",nao,
11-heisenbug-sem-log,B,2,8,100,100,25.967,3851.029,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":50}",nao,
11-heisenbug-sem-log,B,2,9,100,100,28.552,3502.351,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":50}",nao,
11-heisenbug-sem-log,B,2,10,100,100,26.100,3831.412,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":50}",nao,
11-heisenbug-sem-log,B,4,1,100,100,23.666,4225.516,10000,-100,9900,9960,60,60,0,{},"[25,24,25,26]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":40}",nao,
11-heisenbug-sem-log,B,4,2,100,100,23.601,4237.139,10000,-100,9900,9960,60,60,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":40}",nao,
11-heisenbug-sem-log,B,4,3,100,100,23.314,4289.284,10000,-100,9900,9958,58,58,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":42}",nao,
11-heisenbug-sem-log,B,4,4,100,100,23.432,4267.676,10000,-100,9900,9960,60,60,0,{},"[25,24,25,26]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":40}",nao,
11-heisenbug-sem-log,B,4,5,100,100,23.621,4233.536,10000,-100,9900,9961,61,61,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":39}",nao,
11-heisenbug-sem-log,B,4,6,100,100,33.400,2994.034,10000,-100,9900,9960,60,60,0,{},"[24,25,25,26]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":40}",nao,
11-heisenbug-sem-log,B,4,7,100,100,23.838,4194.961,10000,-100,9900,9962,62,62,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":38}",nao,
11-heisenbug-sem-log,B,4,8,100,100,24.903,4015.587,10000,-100,9900,9959,59,59,0,{},"[25,24,26,25]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":41}",nao,
11-heisenbug-sem-log,B,4,9,100,100,24.662,4054.766,10000,-100,9900,9958,58,58,0,{},"[26,25,24,25]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":42}",nao,
11-heisenbug-sem-log,B,4,10,100,100,23.695,4220.366,10000,-100,9900,9960,60,60,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":40}",nao,
11-heisenbug-sem-log,B,8,1,100,100,26.122,3828.142,10000,-100,9900,9984,84,84,0,{},"[12,11,13,14,14,11,14,11]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":16}",nao,
11-heisenbug-sem-log,B,8,2,100,100,27.971,3575.105,10000,-100,9900,9984,84,84,0,{},"[14,14,12,12,16,11,13,8]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":16}",nao,
11-heisenbug-sem-log,B,8,3,100,100,26.503,3773.187,10000,-100,9900,9987,87,87,0,{},"[14,10,12,9,11,14,14,16]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":13}",nao,
11-heisenbug-sem-log,B,8,4,100,100,26.573,3763.165,10000,-100,9900,9983,83,83,0,{},"[14,13,13,12,11,12,10,15]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":17}",nao,
11-heisenbug-sem-log,B,8,5,100,100,25.846,3869.089,10000,-100,9900,9987,87,87,0,{},"[11,12,13,12,12,13,14,13]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":13}",nao,
11-heisenbug-sem-log,B,8,6,100,100,25.513,3919.615,10000,-100,9900,9977,77,77,0,{},"[12,10,12,13,13,14,16,10]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":23}",nao,
11-heisenbug-sem-log,B,8,7,100,100,26.088,3833.155,10000,-100,9900,9981,81,81,0,{},"[12,13,12,8,15,12,15,13]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":19}",nao,
11-heisenbug-sem-log,B,8,8,100,100,27.016,3701.476,10000,-100,9900,9982,82,82,0,{},"[13,15,15,9,13,13,9,13]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":18}",nao,
11-heisenbug-sem-log,B,8,9,100,100,26.123,3828.014,10000,-100,9900,9984,84,84,0,{},"[12,15,10,14,12,15,12,10]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":16}",nao,
11-heisenbug-sem-log,B,8,10,100,100,25.461,3927.511,10000,-100,9900,9986,86,86,0,{},"[12,14,11,10,13,13,14,13]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":14}",nao,
11-heisenbug-sem-log,B,16,1,100,100,41.589,2404.455,10000,-100,9900,9997,97,97,0,{},"[5,6,7,6,6,6,6,6,7,7,5,7,7,10,4,5]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":3}",nao,
11-heisenbug-sem-log,B,16,2,100,100,31.381,3186.692,10000,-100,9900,9991,91,91,0,{},"[6,8,4,5,7,5,5,3,10,8,6,6,7,2,10,8]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":9}",nao,
11-heisenbug-sem-log,B,16,3,100,100,31.769,3147.731,10000,-100,9900,9995,95,95,0,{},"[7,8,9,7,6,5,9,8,6,3,6,1,3,8,8,6]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":5}",nao,
11-heisenbug-sem-log,B,16,4,100,100,30.749,3252.116,10000,-100,9900,9992,92,92,0,{},"[6,10,4,7,6,4,8,7,10,5,6,5,7,6,5,4]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":8}",nao,
11-heisenbug-sem-log,B,16,5,100,100,31.693,3155.292,10000,-100,9900,9991,91,91,0,{},"[6,7,6,8,6,7,3,5,7,7,6,7,6,6,5,8]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":9}",nao,
11-heisenbug-sem-log,B,16,6,100,100,32.193,3106.241,10000,-100,9900,9991,91,91,0,{},"[4,5,6,6,7,6,10,7,6,6,7,5,9,4,5,7]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":9}",nao,
11-heisenbug-sem-log,B,16,7,100,100,34.136,2929.459,10000,-100,9900,9994,94,94,0,{},"[5,5,5,10,7,7,6,7,6,5,5,7,4,8,5,8]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":6}",nao,
11-heisenbug-sem-log,B,16,8,100,100,31.662,3158.314,10000,-100,9900,9993,93,93,0,{},"[5,11,6,5,3,4,8,6,10,5,5,8,7,4,6,7]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":7}",nao,
11-heisenbug-sem-log,B,16,9,100,100,31.339,3190.878,10000,-100,9900,9991,91,91,0,{},"[8,5,4,6,6,6,5,6,6,10,6,7,4,5,6,10]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":9}",nao,
11-heisenbug-sem-log,B,16,10,100,100,32.458,3080.865,10000,-100,9900,9991,91,91,0,{},"[9,7,6,5,4,5,6,6,9,4,3,6,7,7,9,7]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":9}",nao,
11-heisenbug-sem-log,B,32,1,100,100,35.736,2798.282,10000,-100,9900,9999,99,99,0,{},"[3,4,4,2,1,3,4,2,2,1,3,3,2,2,3,3,7,2,3,3,5,2,1,4,8,7,2,5,3,1,2,3]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":1}",nao,
11-heisenbug-sem-log,B,32,2,100,100,36.219,2760.975,10000,-100,9900,9997,97,97,0,{},"[5,3,2,4,3,3,1,4,4,7,2,5,5,3,3,2,3,4,2,1,4,1,3,4,3,2,3,5,3,2,2,2]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":3}",nao,
11-heisenbug-sem-log,B,32,3,100,100,36.092,2770.684,10000,-100,9900,9998,98,98,0,{},"[1,6,4,3,6,1,8,5,1,6,3,5,1,1,3,1,4,3,3,3,2,1,2,4,3,4,2,2,3,2,4,3]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":2}",nao,
11-heisenbug-sem-log,B,32,4,100,100,37.530,2664.505,10000,-100,9900,9999,99,99,0,{},"[3,3,5,2,3,3,2,5,1,4,1,3,2,2,2,3,4,1,5,2,5,7,3,3,2,3,5,2,5,4,1,4]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":1}",nao,
11-heisenbug-sem-log,B,32,5,100,100,37.172,2690.209,10000,-100,9900,9997,97,97,0,{},"[5,2,6,3,2,5,4,1,2,4,4,6,2,2,4,2,2,4,3,3,1,7,4,3,3,2,1,5,1,1,2,4]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":3}",nao,
11-heisenbug-sem-log,B,32,6,100,100,36.076,2771.945,10000,-100,9900,9995,95,95,0,{},"[6,1,6,2,1,3,2,2,4,2,3,1,4,4,3,3,3,3,4,5,5,3,3,4,2,5,5,1,2,4,1,3]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":5}",nao,
11-heisenbug-sem-log,B,32,7,100,100,36.016,2776.524,10000,-100,9900,9999,99,99,0,{},"[1,3,3,4,3,6,3,3,2,3,3,1,3,4,2,3,5,4,2,3,3,2,5,4,2,2,5,3,4,3,3,3]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":1}",nao,
11-heisenbug-sem-log,B,32,8,100,100,36.274,2756.789,10000,-100,9900,9995,95,95,0,{},"[1,4,3,4,2,3,4,5,4,2,4,2,2,5,3,5,3,4,4,2,3,5,2,2,3,3,2,5,4,2,1,2]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":5}",nao,
11-heisenbug-sem-log,B,32,9,100,100,39.417,2536.995,10000,-100,9900,9997,97,97,0,{},"[4,2,4,5,5,4,2,5,4,3,4,3,4,1,2,3,3,3,5,4,2,2,4,3,2,2,1,2,3,4,2,3]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":3}",nao,
11-heisenbug-sem-log,B,32,10,100,100,36.617,2730.997,10000,-100,9900,9995,95,95,0,{},"[4,3,5,4,2,4,3,2,2,6,4,3,2,2,3,4,3,4,3,4,1,1,5,3,3,3,3,5,2,3,1,3]",,"{""logNaSecaoCritica"":false,""saquesEfetivados"":5}",nao,
11-heisenbug-com-log,B,2,1,100,100,26.571,3763.519,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":50}",nao,
11-heisenbug-com-log,B,2,2,100,100,25.745,3884.199,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":50}",nao,
11-heisenbug-com-log,B,2,3,100,100,25.499,3921.703,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":50}",nao,
11-heisenbug-com-log,B,2,4,100,100,25.911,3859.297,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":50}",nao,
11-heisenbug-com-log,B,2,5,100,100,27.222,3673.466,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":50}",nao,
11-heisenbug-com-log,B,2,6,100,100,35.018,2855.705,10000,-100,9900,9947,47,47,0,{},"[50,50]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":53}",nao,
11-heisenbug-com-log,B,2,7,100,100,26.447,3781.201,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":50}",nao,
11-heisenbug-com-log,B,2,8,100,100,26.007,3845.125,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":50}",nao,
11-heisenbug-com-log,B,2,9,100,100,26.783,3733.758,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":50}",nao,
11-heisenbug-com-log,B,2,10,100,100,26.229,3812.616,10000,-100,9900,9950,50,50,0,{},"[50,50]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":50}",nao,
11-heisenbug-com-log,B,4,1,100,100,23.687,4221.814,10000,-100,9900,9962,62,62,0,{},"[25,24,25,26]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":38}",nao,
11-heisenbug-com-log,B,4,2,100,100,23.714,4216.874,10000,-100,9900,9962,62,62,0,{},"[25,24,25,26]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":38}",nao,
11-heisenbug-com-log,B,4,3,100,100,24.014,4164.187,10000,-100,9900,9960,60,60,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":40}",nao,
11-heisenbug-com-log,B,4,4,100,100,22.701,4405.165,10000,-100,9900,9961,61,61,0,{},"[26,25,25,24]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":39}",nao,
11-heisenbug-com-log,B,4,5,100,100,23.713,4217.156,10000,-100,9900,9961,61,61,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":39}",nao,
11-heisenbug-com-log,B,4,6,100,100,22.702,4404.979,10000,-100,9900,9960,60,60,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":40}",nao,
11-heisenbug-com-log,B,4,7,100,100,23.811,4199.718,10000,-100,9900,9959,59,59,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":41}",nao,
11-heisenbug-com-log,B,4,8,100,100,23.781,4205.030,10000,-100,9900,9961,61,61,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":39}",nao,
11-heisenbug-com-log,B,4,9,100,100,22.720,4401.320,10000,-100,9900,9959,59,59,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":41}",nao,
11-heisenbug-com-log,B,4,10,100,100,23.580,4240.845,10000,-100,9900,9960,60,60,0,{},"[25,25,25,25]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":40}",nao,
11-heisenbug-com-log,B,8,1,100,100,25.428,3932.692,10000,-100,9900,9990,90,90,0,{},"[10,16,9,13,12,12,13,15]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":10}",nao,
11-heisenbug-com-log,B,8,2,100,100,26.312,3800.481,10000,-100,9900,9985,85,85,0,{},"[13,13,7,14,12,12,15,14]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":15}",nao,
11-heisenbug-com-log,B,8,3,100,100,25.698,3891.328,10000,-100,9900,9983,83,83,0,{},"[11,13,14,13,10,15,12,12]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":17}",nao,
11-heisenbug-com-log,B,8,4,100,100,26.230,3812.495,10000,-100,9900,9981,81,81,0,{},"[12,14,15,11,11,11,13,13]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":19}",nao,
11-heisenbug-com-log,B,8,5,100,100,29.684,3368.804,10000,-100,9900,9985,85,85,0,{},"[12,11,13,13,15,14,7,15]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":15}",nao,
11-heisenbug-com-log,B,8,6,100,100,26.638,3754.094,10000,-100,9900,9982,82,82,0,{},"[13,12,12,10,12,12,14,15]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":18}",nao,
11-heisenbug-com-log,B,8,7,100,100,27.283,3665.247,10000,-100,9900,9987,87,87,0,{},"[15,13,10,11,12,14,12,13]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":13}",nao,
11-heisenbug-com-log,B,8,8,100,100,26.010,3844.644,10000,-100,9900,9986,86,86,0,{},"[10,13,15,11,15,13,13,10]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":14}",nao,
11-heisenbug-com-log,B,8,9,100,100,25.599,3906.441,10000,-100,9900,9982,82,82,0,{},"[17,11,9,14,11,13,14,11]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":18}",nao,
11-heisenbug-com-log,B,8,10,100,100,26.041,3840.166,10000,-100,9900,9983,83,83,0,{},"[13,12,13,12,13,16,11,10]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":17}",nao,
11-heisenbug-com-log,B,16,1,100,100,32.803,3048.498,10000,-100,9900,9992,92,92,0,{},"[6,9,1,5,7,5,11,6,6,9,7,5,6,5,6,6]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":8}",nao,
11-heisenbug-com-log,B,16,2,100,100,47.195,2118.865,10000,-100,9900,9994,94,94,0,{},"[5,6,6,7,6,7,6,7,2,7,6,9,9,6,5,6]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":6}",nao,
11-heisenbug-com-log,B,16,3,100,100,31.774,3147.264,10000,-100,9900,9993,93,93,0,{},"[10,4,3,8,6,8,6,7,7,5,8,6,5,5,7,5]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":7}",nao,
11-heisenbug-com-log,B,16,4,100,100,32.472,3079.533,10000,-100,9900,9995,95,95,0,{},"[5,10,6,5,6,4,5,7,9,3,8,7,3,8,6,8]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":5}",nao,
11-heisenbug-com-log,B,16,5,100,100,31.139,3211.377,10000,-100,9900,9991,91,91,0,{},"[5,10,11,5,5,5,6,3,5,8,6,8,4,6,4,9]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":9}",nao,
11-heisenbug-com-log,B,16,6,100,100,31.478,3176.843,10000,-100,9900,9994,94,94,0,{},"[6,9,6,11,6,5,7,3,9,3,6,6,5,7,5,6]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":6}",nao,
11-heisenbug-com-log,B,16,7,100,100,31.626,3162.001,10000,-100,9900,9993,93,93,0,{},"[6,9,6,7,3,7,7,6,8,7,5,5,7,5,7,5]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":7}",nao,
11-heisenbug-com-log,B,16,8,100,100,31.117,3213.708,10000,-100,9900,9995,95,95,0,{},"[9,7,8,7,9,4,8,7,3,8,6,6,4,4,7,3]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":5}",nao,
11-heisenbug-com-log,B,16,9,100,100,31.909,3133.888,10000,-100,9900,9993,93,93,0,{},"[9,8,6,5,4,7,7,8,4,10,4,4,8,5,2,9]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":7}",nao,
11-heisenbug-com-log,B,16,10,100,100,31.692,3155.412,10000,-100,9900,9991,91,91,0,{},"[8,7,6,9,5,8,6,6,5,5,3,8,5,6,6,7]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":9}",nao,
11-heisenbug-com-log,B,32,1,100,100,36.269,2757.210,10000,-100,9900,9997,97,97,0,{},"[4,5,4,4,2,2,5,1,5,5,2,2,3,2,1,2,6,3,2,3,4,1,3,2,5,4,2,3,4,1,4,4]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":3}",nao,
11-heisenbug-com-log,B,32,2,100,100,35.704,2800.787,10000,-100,9900,9997,97,97,0,{},"[3,2,3,5,3,3,3,3,5,4,3,3,4,3,1,2,4,4,2,4,4,1,2,4,3,4,4,3,3,2,2,4]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":3}",nao,
11-heisenbug-com-log,B,32,3,100,100,34.906,2864.861,10000,-100,9900,9998,98,98,0,{},"[1,2,4,3,3,4,2,2,5,3,2,4,4,3,2,6,4,5,2,2,1,2,2,2,2,5,3,3,4,3,6,4]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":2}",nao,
11-heisenbug-com-log,B,32,4,100,100,36.247,2758.820,10000,-100,9900,9993,93,93,0,{},"[3,3,2,4,2,3,8,1,3,3,4,4,3,3,2,6,1,5,4,2,3,2,1,3,4,4,1,3,2,4,1,6]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":7}",nao,
11-heisenbug-com-log,B,32,5,100,100,36.693,2725.340,10000,-100,9900,9996,96,96,0,{},"[2,4,4,1,3,6,3,3,2,3,5,2,4,3,1,4,2,2,1,6,2,4,3,3,2,3,5,4,2,2,3,6]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":4}",nao,
11-heisenbug-com-log,B,32,6,100,100,37.172,2690.194,10000,-100,9900,9998,98,98,0,{},"[4,2,2,3,5,3,3,3,3,3,3,3,2,6,1,3,3,3,4,1,6,2,1,4,5,4,3,2,1,4,2,6]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":2}",nao,
11-heisenbug-com-log,B,32,7,100,100,35.146,2845.311,10000,-100,9900,9995,95,95,0,{},"[3,3,7,5,3,1,4,2,6,1,2,6,3,3,2,4,3,1,4,2,3,2,4,4,2,2,3,5,1,3,4,2]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":5}",nao,
11-heisenbug-com-log,B,32,8,100,100,36.091,2770.739,10000,-100,9900,9994,94,94,0,{},"[2,4,1,1,1,5,2,3,3,2,2,5,3,4,5,4,3,3,1,2,2,5,1,6,3,4,4,5,5,3,2,4]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":6}",nao,
11-heisenbug-com-log,B,32,9,100,100,35.425,2822.829,10000,-100,9900,9997,97,97,0,{},"[3,2,3,2,7,4,2,4,1,3,2,2,3,3,2,4,2,2,4,5,2,4,4,1,2,4,6,3,4,4,2,4]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":3}",nao,
11-heisenbug-com-log,B,32,10,100,100,39.830,2510.652,10000,-100,9900,9998,98,98,0,{},"[4,4,2,1,3,5,4,2,2,6,2,5,2,3,5,2,4,3,6,3,2,3,2,4,6,2,3,3,1,1,1,4]",,"{""logNaSecaoCritica"":true,""saquesEfetivados"":2}",nao,
