cenario,concorrencia,repeticao,trabalhador,operacoes
05-conexao-compartilhada,16,3,8,4
05-conexao-compartilhada,16,3,9,4
05-conexao-compartilhada,16,3,10,4
05-conexao-compartilhada,16,3,11,4
05-conexao-compartilhada,16,3,12,3
05-conexao-compartilhada,16,3,13,3
05-conexao-compartilhada,16,3,14,3
05-conexao-compartilhada,16,3,15,3
05-conexao-compartilhada,16,4,0,4
05-conexao-compartilhada,16,4,1,4
05-conexao-compartilhada,16,4,2,4
05-conexao-compartilhada,16,4,3,4
05-conexao-compartilhada,16,4,4,4
05-conexao-compartilhada,16,4,5,4
05-conexao-compartilhada,16,4,6,4
05-conexao-compartilhada,16,4,7,4
05-conexao-compartilhada,16,4,8,4
05-conexao-compartilhada,16,4,9,4
05-conexao-compartilhada,16,4,10,4
05-conexao-compartilhada,16,4,11,4
05-conexao-compartilhada,16,4,12,3
05-conexao-compartilhada,16,4,13,3
05-conexao-compartilhada,16,4,14,3
05-conexao-compartilhada,16,4,15,3
05-conexao-compartilhada,16,5,0,4
05-conexao-compartilhada,16,5,1,4
05-conexao-compartilhada,16,5,2,4
05-conexao-compartilhada,16,5,3,4
05-conexao-compartilhada,16,5,4,4
05-conexao-compartilhada,16,5,5,4
05-conexao-compartilhada,16,5,6,4
05-conexao-compartilhada,16,5,7,4
05-conexao-compartilhada,16,5,8,4
05-conexao-compartilhada,16,5,9,4
05-conexao-compartilhada,16,5,10,4
05-conexao-compartilhada,16,5,11,4
05-conexao-compartilhada,16,5,12,3
05-conexao-compartilhada,16,5,13,3
05-conexao-compartilhada,16,5,14,3
05-conexao-compartilhada,16,5,15,3
05-conexao-compartilhada,16,6,0,4
05-conexao-compartilhada,16,6,1,4
05-conexao-compartilhada,16,6,2,4
05-conexao-compartilhada,16,6,3,4
05-conexao-compartilhada,16,6,4,4
05-conexao-compartilhada,16,6,5,4
05-conexao-compartilhada,16,6,6,4
05-conexao-compartilhada,16,6,7,4
05-conexao-compartilhada,16,6,8,4
05-conexao-compartilhada,16,6,9,4
05-conexao-compartilhada,16,6,10,4
05-conexao-compartilhada,16,6,11,4
05-conexao-compartilhada,16,6,12,3
05-conexao-compartilhada,16,6,13,3
05-conexao-compartilhada,16,6,14,3
05-conexao-compartilhada,16,6,15,3
05-conexao-compartilhada,16,7,0,4
05-conexao-compartilhada,16,7,1,4
05-conexao-compartilhada,16,7,2,4
05-conexao-compartilhada,16,7,3,4
05-conexao-compartilhada,16,7,4,4
05-conexao-compartilhada,16,7,5,4
05-conexao-compartilhada,16,7,6,4
05-conexao-compartilhada,16,7,7,4
05-conexao-compartilhada,16,7,8,4
05-conexao-compartilhada,16,7,9,4
05-conexao-compartilhada,16,7,10,4
05-conexao-compartilhada,16,7,11,4
05-conexao-compartilhada,16,7,12,3
05-conexao-compartilhada,16,7,13,3
05-conexao-compartilhada,16,7,14,3
05-conexao-compartilhada,16,7,15,3
05-conexao-compartilhada,16,8,0,4
05-conexao-compartilhada,16,8,1,4
05-conexao-compartilhada,16,8,2,4
05-conexao-compartilhada,16,8,3,4
05-conexao-compartilhada,16,8,4,4
05-conexao-compartilhada,16,8,5,4
05-conexao-compartilhada,16,8,6,4
05-conexao-compartilhada,16,8,7,4
05-conexao-compartilhada,16,8,8,4
05-conexao-compartilhada,16,8,9,4
05-conexao-compartilhada,16,8,10,4
05-conexao-compartilhada,16,8,11,4
05-conexao-compartilhada,16,8,12,3
05-conexao-compartilhada,16,8,13,3
05-conexao-compartilhada,16,8,14,3
05-conexao-compartilhada,16,8,15,3
05-conexao-compartilhada,16,9,0,4
05-conexao-compartilhada,16,9,1,4
05-conexao-compartilhada,16,9,2,4
05-conexao-compartilhada,16,9,3,4
05-conexao-compartilhada,16,9,4,4
05-conexao-compartilhada,16,9,5,4
05-conexao-compartilhada,16,9,6,4
05-conexao-compartilhada,16,9,7,4
05-conexao-compartilhada,16,9,8,4
05-conexao-compartilhada,16,9,9,4
05-conexao-compartilhada,16,9,10,4
05-conexao-compartilhada,16,9,11,4
05-conexao-compartilhada,16,9,12,3
05-conexao-compartilhada,16,9,13,3
05-conexao-compartilhada,16,9,14,3
05-conexao-compartilhada,16,9,15,3
05-conexao-compartilhada,16,10,0,4
05-conexao-compartilhada,16,10,1,4
05-conexao-compartilhada,16,10,2,4
05-conexao-compartilhada,16,10,3,4
05-conexao-compartilhada,16,10,4,4
05-conexao-compartilhada,16,10,5,4
05-conexao-compartilhada,16,10,6,4
05-conexao-compartilhada,16,10,7,4
05-conexao-compartilhada,16,10,8,4
05-conexao-compartilhada,16,10,9,4
05-conexao-compartilhada,16,10,10,4
05-conexao-compartilhada,16,10,11,4
05-conexao-compartilhada,16,10,12,3
05-conexao-compartilhada,16,10,13,3
05-conexao-compartilhada,16,10,14,3
05-conexao-compartilhada,16,10,15,3
05-conexao-compartilhada,32,1,0,2
05-conexao-compartilhada,32,1,1,2
05-conexao-compartilhada,32,1,2,2
05-conexao-compartilhada,32,1,3,2
05-conexao-compartilhada,32,1,4,2
05-conexao-compartilhada,32,1,5,2
05-conexao-compartilhada,32,1,6,2
05-conexao-compartilhada,32,1,7,2
05-conexao-compartilhada,32,1,8,2
05-conexao-compartilhada,32,1,9,2
05-conexao-compartilhada,32,1,10,2
05-conexao-compartilhada,32,1,11,2
05-conexao-compartilhada,32,1,12,2
05-conexao-compartilhada,32,1,13,2
05-conexao-compartilhada,32,1,14,2
05-conexao-compartilhada,32,1,15,2
05-conexao-compartilhada,32,1,16,2
05-conexao-compartilhada,32,1,17,2
05-conexao-compartilhada,32,1,18,2
05-conexao-compartilhada,32,1,19,2
05-conexao-compartilhada,32,1,20,2
05-conexao-compartilhada,32,1,21,2
05-conexao-compartilhada,32,1,22,2
05-conexao-compartilhada,32,1,23,2
05-conexao-compartilhada,32,1,24,2
05-conexao-compartilhada,32,1,25,2
05-conexao-compartilhada,32,1,26,2
05-conexao-compartilhada,32,1,27,2
05-conexao-compartilhada,32,1,28,1
05-conexao-compartilhada,32,1,29,1
05-conexao-compartilhada,32,1,30,1
05-conexao-compartilhada,32,1,31,1
05-conexao-compartilhada,32,2,0,2
05-conexao-compartilhada,32,2,1,2
05-conexao-compartilhada,32,2,2,2
05-conexao-compartilhada,32,2,3,2
05-conexao-compartilhada,32,2,4,2
05-conexao-compartilhada,32,2,5,2
05-conexao-compartilhada,32,2,6,2
05-conexao-compartilhada,32,2,7,2
05-conexao-compartilhada,32,2,8,2
05-conexao-compartilhada,32,2,9,2
05-conexao-compartilhada,32,2,10,2
05-conexao-compartilhada,32,2,11,2
05-conexao-compartilhada,32,2,12,2
05-conexao-compartilhada,32,2,13,2
05-conexao-compartilhada,32,2,14,2
05-conexao-compartilhada,32,2,15,2
05-conexao-compartilhada,32,2,16,2
05-conexao-compartilhada,32,2,17,2
05-conexao-compartilhada,32,2,18,2
05-conexao-compartilhada,32,2,19,2
05-conexao-compartilhada,32,2,20,2
05-conexao-compartilhada,32,2,21,2
05-conexao-compartilhada,32,2,22,2
05-conexao-compartilhada,32,2,23,2
05-conexao-compartilhada,32,2,24,2
05-conexao-compartilhada,32,2,25,2
05-conexao-compartilhada,32,2,26,2
05-conexao-compartilhada,32,2,27,2
05-conexao-compartilhada,32,2,28,1
05-conexao-compartilhada,32,2,29,1
05-conexao-compartilhada,32,2,30,1
05-conexao-compartilhada,32,2,31,1
05-conexao-compartilhada,32,3,0,2
05-conexao-compartilhada,32,3,1,2
05-conexao-compartilhada,32,3,2,2
05-conexao-compartilhada,32,3,3,2
05-conexao-compartilhada,32,3,4,2
05-conexao-compartilhada,32,3,5,2
05-conexao-compartilhada,32,3,6,2
05-conexao-compartilhada,32,3,7,2
05-conexao-compartilhada,32,3,8,2
05-conexao-compartilhada,32,3,9,2
05-conexao-compartilhada,32,3,10,2
05-conexao-compartilhada,32,3,11,2
05-conexao-compartilhada,32,3,12,2
05-conexao-compartilhada,32,3,13,2
05-conexao-compartilhada,32,3,14,2
05-conexao-compartilhada,32,3,15,2
05-conexao-compartilhada,32,3,16,2
05-conexao-compartilhada,32,3,17,2
05-conexao-compartilhada,32,3,18,2
05-conexao-compartilhada,32,3,19,2
05-conexao-compartilhada,32,3,20,2
05-conexao-compartilhada,32,3,21,2
05-conexao-compartilhada,32,3,22,2
05-conexao-compartilhada,32,3,23,2
05-conexao-compartilhada,32,3,24,2
05-conexao-compartilhada,32,3,25,2
05-conexao-compartilhada,32,3,26,2
05-conexao-compartilhada,32,3,27,2
05-conexao-compartilhada,32,3,28,1
05-conexao-compartilhada,32,3,29,1
05-conexao-compartilhada,32,3,30,1
05-conexao-compartilhada,32,3,31,1
05-conexao-compartilhada,32,4,0,2
05-conexao-compartilhada,32,4,1,2
05-conexao-compartilhada,32,4,2,2
05-conexao-compartilhada,32,4,3,2
05-conexao-compartilhada,32,4,4,2
05-conexao-compartilhada,32,4,5,2
05-conexao-compartilhada,32,4,6,2
05-conexao-compartilhada,32,4,7,2
05-conexao-compartilhada,32,4,8,2
05-conexao-compartilhada,32,4,9,2
05-conexao-compartilhada,32,4,10,2
05-conexao-compartilhada,32,4,11,2
05-conexao-compartilhada,32,4,12,2
05-conexao-compartilhada,32,4,13,2
05-conexao-compartilhada,32,4,14,2
05-conexao-compartilhada,32,4,15,2
05-conexao-compartilhada,32,4,16,2
05-conexao-compartilhada,32,4,17,2
05-conexao-compartilhada,32,4,18,2
05-conexao-compartilhada,32,4,19,2
05-conexao-compartilhada,32,4,20,2
05-conexao-compartilhada,32,4,21,2
05-conexao-compartilhada,32,4,22,2
05-conexao-compartilhada,32,4,23,2
05-conexao-compartilhada,32,4,24,2
05-conexao-compartilhada,32,4,25,2
05-conexao-compartilhada,32,4,26,2
05-conexao-compartilhada,32,4,27,2
05-conexao-compartilhada,32,4,28,1
05-conexao-compartilhada,32,4,29,1
05-conexao-compartilhada,32,4,30,1
05-conexao-compartilhada,32,4,31,1
05-conexao-compartilhada,32,5,0,2
05-conexao-compartilhada,32,5,1,2
05-conexao-compartilhada,32,5,2,2
05-conexao-compartilhada,32,5,3,2
05-conexao-compartilhada,32,5,4,2
05-conexao-compartilhada,32,5,5,2
05-conexao-compartilhada,32,5,6,2
05-conexao-compartilhada,32,5,7,2
05-conexao-compartilhada,32,5,8,2
05-conexao-compartilhada,32,5,9,2
05-conexao-compartilhada,32,5,10,2
05-conexao-compartilhada,32,5,11,2
05-conexao-compartilhada,32,5,12,2
05-conexao-compartilhada,32,5,13,2
05-conexao-compartilhada,32,5,14,2
05-conexao-compartilhada,32,5,15,2
05-conexao-compartilhada,32,5,16,2
05-conexao-compartilhada,32,5,17,2
05-conexao-compartilhada,32,5,18,2
05-conexao-compartilhada,32,5,19,2
05-conexao-compartilhada,32,5,20,2
05-conexao-compartilhada,32,5,21,2
05-conexao-compartilhada,32,5,22,2
05-conexao-compartilhada,32,5,23,2
05-conexao-compartilhada,32,5,24,2
05-conexao-compartilhada,32,5,25,2
05-conexao-compartilhada,32,5,26,2
05-conexao-compartilhada,32,5,27,2
05-conexao-compartilhada,32,5,28,1
05-conexao-compartilhada,32,5,29,1
05-conexao-compartilhada,32,5,30,1
05-conexao-compartilhada,32,5,31,1
05-conexao-compartilhada,32,6,0,2
05-conexao-compartilhada,32,6,1,2
05-conexao-compartilhada,32,6,2,2
05-conexao-compartilhada,32,6,3,2
05-conexao-compartilhada,32,6,4,2
05-conexao-compartilhada,32,6,5,2
05-conexao-compartilhada,32,6,6,2
05-conexao-compartilhada,32,6,7,2
05-conexao-compartilhada,32,6,8,2
05-conexao-compartilhada,32,6,9,2
05-conexao-compartilhada,32,6,10,2
05-conexao-compartilhada,32,6,11,2
05-conexao-compartilhada,32,6,12,2
05-conexao-compartilhada,32,6,13,2
05-conexao-compartilhada,32,6,14,2
05-conexao-compartilhada,32,6,15,2
05-conexao-compartilhada,32,6,16,2
05-conexao-compartilhada,32,6,17,2
05-conexao-compartilhada,32,6,18,2
05-conexao-compartilhada,32,6,19,2
05-conexao-compartilhada,32,6,20,2
05-conexao-compartilhada,32,6,21,2
05-conexao-compartilhada,32,6,22,2
05-conexao-compartilhada,32,6,23,2
05-conexao-compartilhada,32,6,24,2
05-conexao-compartilhada,32,6,25,2
05-conexao-compartilhada,32,6,26,2
05-conexao-compartilhada,32,6,27,2
05-conexao-compartilhada,32,6,28,1
05-conexao-compartilhada,32,6,29,1
05-conexao-compartilhada,32,6,30,1
05-conexao-compartilhada,32,6,31,1
05-conexao-compartilhada,32,7,0,2
05-conexao-compartilhada,32,7,1,2
05-conexao-compartilhada,32,7,2,2
05-conexao-compartilhada,32,7,3,2
05-conexao-compartilhada,32,7,4,2
05-conexao-compartilhada,32,7,5,2
05-conexao-compartilhada,32,7,6,2
05-conexao-compartilhada,32,7,7,2
05-conexao-compartilhada,32,7,8,2
05-conexao-compartilhada,32,7,9,2
05-conexao-compartilhada,32,7,10,2
05-conexao-compartilhada,32,7,11,2
05-conexao-compartilhada,32,7,12,2
05-conexao-compartilhada,32,7,13,2
05-conexao-compartilhada,32,7,14,2
05-conexao-compartilhada,32,7,15,2
05-conexao-compartilhada,32,7,16,2
05-conexao-compartilhada,32,7,17,2
05-conexao-compartilhada,32,7,18,2
05-conexao-compartilhada,32,7,19,2
05-conexao-compartilhada,32,7,20,2
05-conexao-compartilhada,32,7,21,2
05-conexao-compartilhada,32,7,22,2
05-conexao-compartilhada,32,7,23,2
05-conexao-compartilhada,32,7,24,2
05-conexao-compartilhada,32,7,25,2
05-conexao-compartilhada,32,7,26,2
05-conexao-compartilhada,32,7,27,2
05-conexao-compartilhada,32,7,28,1
05-conexao-compartilhada,32,7,29,1
05-conexao-compartilhada,32,7,30,1
05-conexao-compartilhada,32,7,31,1
05-conexao-compartilhada,32,8,0,2
05-conexao-compartilhada,32,8,1,2
05-conexao-compartilhada,32,8,2,2
05-conexao-compartilhada,32,8,3,2
05-conexao-compartilhada,32,8,4,2
05-conexao-compartilhada,32,8,5,2
05-conexao-compartilhada,32,8,6,2
05-conexao-compartilhada,32,8,7,2
05-conexao-compartilhada,32,8,8,2
05-conexao-compartilhada,32,8,9,2
05-conexao-compartilhada,32,8,10,2
05-conexao-compartilhada,32,8,11,2
05-conexao-compartilhada,32,8,12,2
05-conexao-compartilhada,32,8,13,2
05-conexao-compartilhada,32,8,14,2
05-conexao-compartilhada,32,8,15,2
05-conexao-compartilhada,32,8,16,2
05-conexao-compartilhada,32,8,17,2
05-conexao-compartilhada,32,8,18,2
05-conexao-compartilhada,32,8,19,2
05-conexao-compartilhada,32,8,20,2
05-conexao-compartilhada,32,8,21,2
05-conexao-compartilhada,32,8,22,2
05-conexao-compartilhada,32,8,23,2
05-conexao-compartilhada,32,8,24,2
05-conexao-compartilhada,32,8,25,2
05-conexao-compartilhada,32,8,26,2
05-conexao-compartilhada,32,8,27,2
05-conexao-compartilhada,32,8,28,1
05-conexao-compartilhada,32,8,29,1
05-conexao-compartilhada,32,8,30,1
05-conexao-compartilhada,32,8,31,1
05-conexao-compartilhada,32,9,0,2
05-conexao-compartilhada,32,9,1,2
05-conexao-compartilhada,32,9,2,2
05-conexao-compartilhada,32,9,3,2
05-conexao-compartilhada,32,9,4,2
05-conexao-compartilhada,32,9,5,2
05-conexao-compartilhada,32,9,6,2
05-conexao-compartilhada,32,9,7,2
05-conexao-compartilhada,32,9,8,2
05-conexao-compartilhada,32,9,9,2
05-conexao-compartilhada,32,9,10,2
05-conexao-compartilhada,32,9,11,2
05-conexao-compartilhada,32,9,12,2
05-conexao-compartilhada,32,9,13,2
05-conexao-compartilhada,32,9,14,2
05-conexao-compartilhada,32,9,15,2
05-conexao-compartilhada,32,9,16,2
05-conexao-compartilhada,32,9,17,2
05-conexao-compartilhada,32,9,18,2
05-conexao-compartilhada,32,9,19,2
05-conexao-compartilhada,32,9,20,2
05-conexao-compartilhada,32,9,21,2
05-conexao-compartilhada,32,9,22,2
05-conexao-compartilhada,32,9,23,2
05-conexao-compartilhada,32,9,24,2
05-conexao-compartilhada,32,9,25,2
05-conexao-compartilhada,32,9,26,2
05-conexao-compartilhada,32,9,27,2
05-conexao-compartilhada,32,9,28,1
05-conexao-compartilhada,32,9,29,1
05-conexao-compartilhada,32,9,30,1
05-conexao-compartilhada,32,9,31,1
05-conexao-compartilhada,32,10,0,2
05-conexao-compartilhada,32,10,1,2
05-conexao-compartilhada,32,10,2,2
05-conexao-compartilhada,32,10,3,2
05-conexao-compartilhada,32,10,4,2
05-conexao-compartilhada,32,10,5,2
05-conexao-compartilhada,32,10,6,2
05-conexao-compartilhada,32,10,7,2
05-conexao-compartilhada,32,10,8,2
05-conexao-compartilhada,32,10,9,2
05-conexao-compartilhada,32,10,10,2
05-conexao-compartilhada,32,10,11,2
05-conexao-compartilhada,32,10,12,2
05-conexao-compartilhada,32,10,13,2
05-conexao-compartilhada,32,10,14,2
05-conexao-compartilhada,32,10,15,2
05-conexao-compartilhada,32,10,16,2
05-conexao-compartilhada,32,10,17,2
05-conexao-compartilhada,32,10,18,2
05-conexao-compartilhada,32,10,19,2
05-conexao-compartilhada,32,10,20,2
05-conexao-compartilhada,32,10,21,2
05-conexao-compartilhada,32,10,22,2
05-conexao-compartilhada,32,10,23,2
05-conexao-compartilhada,32,10,24,2
05-conexao-compartilhada,32,10,25,2
05-conexao-compartilhada,32,10,26,2
05-conexao-compartilhada,32,10,27,2
05-conexao-compartilhada,32,10,28,1
05-conexao-compartilhada,32,10,29,1
05-conexao-compartilhada,32,10,30,1
05-conexao-compartilhada,32,10,31,1
06-worker-sab-corrida,2,1,0,2000000
06-worker-sab-corrida,2,1,1,2000000
06-worker-sab-corrida,2,2,0,2000000
06-worker-sab-corrida,2,2,1,2000000
06-worker-sab-corrida,2,3,0,2000000
06-worker-sab-corrida,2,3,1,2000000
06-worker-sab-corrida,2,4,0,2000000
06-worker-sab-corrida,2,4,1,2000000
06-worker-sab-corrida,2,5,0,2000000
06-worker-sab-corrida,2,5,1,2000000
06-worker-sab-corrida,2,6,0,2000000
06-worker-sab-corrida,2,6,1,2000000
06-worker-sab-corrida,2,7,0,2000000
06-worker-sab-corrida,2,7,1,2000000
06-worker-sab-corrida,2,8,0,2000000
06-worker-sab-corrida,2,8,1,2000000
06-worker-sab-corrida,2,9,0,2000000
06-worker-sab-corrida,2,9,1,2000000
06-worker-sab-corrida,2,10,0,2000000
06-worker-sab-corrida,2,10,1,2000000
06-worker-sab-corrida,4,1,0,2000000
06-worker-sab-corrida,4,1,1,2000000
06-worker-sab-corrida,4,1,2,2000000
06-worker-sab-corrida,4,1,3,2000000
06-worker-sab-corrida,4,2,0,2000000
06-worker-sab-corrida,4,2,1,2000000
06-worker-sab-corrida,4,2,2,2000000
06-worker-sab-corrida,4,2,3,2000000
06-worker-sab-corrida,4,3,0,2000000
06-worker-sab-corrida,4,3,1,2000000
06-worker-sab-corrida,4,3,2,2000000
06-worker-sab-corrida,4,3,3,2000000
06-worker-sab-corrida,4,4,0,2000000
06-worker-sab-corrida,4,4,1,2000000
06-worker-sab-corrida,4,4,2,2000000
06-worker-sab-corrida,4,4,3,2000000
06-worker-sab-corrida,4,5,0,2000000
06-worker-sab-corrida,4,5,1,2000000
06-worker-sab-corrida,4,5,2,2000000
06-worker-sab-corrida,4,5,3,2000000
06-worker-sab-corrida,4,6,0,2000000
06-worker-sab-corrida,4,6,1,2000000
06-worker-sab-corrida,4,6,2,2000000
06-worker-sab-corrida,4,6,3,2000000
06-worker-sab-corrida,4,7,0,2000000
06-worker-sab-corrida,4,7,1,2000000
06-worker-sab-corrida,4,7,2,2000000
06-worker-sab-corrida,4,7,3,2000000
06-worker-sab-corrida,4,8,0,2000000
06-worker-sab-corrida,4,8,1,2000000
06-worker-sab-corrida,4,8,2,2000000
06-worker-sab-corrida,4,8,3,2000000
06-worker-sab-corrida,4,9,0,2000000
06-worker-sab-corrida,4,9,1,2000000
06-worker-sab-corrida,4,9,2,2000000
06-worker-sab-corrida,4,9,3,2000000
06-worker-sab-corrida,4,10,0,2000000
06-worker-sab-corrida,4,10,1,2000000
06-worker-sab-corrida,4,10,2,2000000
06-worker-sab-corrida,4,10,3,2000000
06-worker-sab-corrida,8,1,0,2000000
06-worker-sab-corrida,8,1,1,2000000
06-worker-sab-corrida,8,1,2,2000000
06-worker-sab-corrida,8,1,3,2000000
06-worker-sab-corrida,8,1,4,2000000
06-worker-sab-corrida,8,1,5,2000000
06-worker-sab-corrida,8,1,6,2000000
06-worker-sab-corrida,8,1,7,2000000
06-worker-sab-corrida,8,2,0,2000000
06-worker-sab-corrida,8,2,1,2000000
06-worker-sab-corrida,8,2,2,2000000
06-worker-sab-corrida,8,2,3,2000000
06-worker-sab-corrida,8,2,4,2000000
06-worker-sab-corrida,8,2,5,2000000
06-worker-sab-corrida,8,2,6,2000000
06-worker-sab-corrida,8,2,7,2000000
06-worker-sab-corrida,8,3,0,2000000
06-worker-sab-corrida,8,3,1,2000000
06-worker-sab-corrida,8,3,2,2000000
06-worker-sab-corrida,8,3,3,2000000
06-worker-sab-corrida,8,3,4,2000000
06-worker-sab-corrida,8,3,5,2000000
06-worker-sab-corrida,8,3,6,2000000
06-worker-sab-corrida,8,3,7,2000000
06-worker-sab-corrida,8,4,0,2000000
06-worker-sab-corrida,8,4,1,2000000
06-worker-sab-corrida,8,4,2,2000000
06-worker-sab-corrida,8,4,3,2000000
06-worker-sab-corrida,8,4,4,2000000
06-worker-sab-corrida,8,4,5,2000000
06-worker-sab-corrida,8,4,6,2000000
06-worker-sab-corrida,8,4,7,2000000
06-worker-sab-corrida,8,5,0,2000000
06-worker-sab-corrida,8,5,1,2000000
06-worker-sab-corrida,8,5,2,2000000
06-worker-sab-corrida,8,5,3,2000000
06-worker-sab-corrida,8,5,4,2000000
06-worker-sab-corrida,8,5,5,2000000
06-worker-sab-corrida,8,5,6,2000000
06-worker-sab-corrida,8,5,7,2000000
06-worker-sab-corrida,8,6,0,2000000
06-worker-sab-corrida,8,6,1,2000000
06-worker-sab-corrida,8,6,2,2000000
06-worker-sab-corrida,8,6,3,2000000
06-worker-sab-corrida,8,6,4,2000000
06-worker-sab-corrida,8,6,5,2000000
06-worker-sab-corrida,8,6,6,2000000
06-worker-sab-corrida,8,6,7,2000000
06-worker-sab-corrida,8,7,0,2000000
06-worker-sab-corrida,8,7,1,2000000
06-worker-sab-corrida,8,7,2,2000000
06-worker-sab-corrida,8,7,3,2000000
06-worker-sab-corrida,8,7,4,2000000
06-worker-sab-corrida,8,7,5,2000000
06-worker-sab-corrida,8,7,6,2000000
06-worker-sab-corrida,8,7,7,2000000
06-worker-sab-corrida,8,8,0,2000000
06-worker-sab-corrida,8,8,1,2000000
06-worker-sab-corrida,8,8,2,2000000
06-worker-sab-corrida,8,8,3,2000000
06-worker-sab-corrida,8,8,4,2000000
06-worker-sab-corrida,8,8,5,2000000
06-worker-sab-corrida,8,8,6,2000000
06-worker-sab-corrida,8,8,7,2000000
06-worker-sab-corrida,8,9,0,2000000
06-worker-sab-corrida,8,9,1,2000000
06-worker-sab-corrida,8,9,2,2000000
06-worker-sab-corrida,8,9,3,2000000
06-worker-sab-corrida,8,9,4,2000000
06-worker-sab-corrida,8,9,5,2000000
06-worker-sab-corrida,8,9,6,2000000
06-worker-sab-corrida,8,9,7,2000000
06-worker-sab-corrida,8,10,0,2000000
06-worker-sab-corrida,8,10,1,2000000
06-worker-sab-corrida,8,10,2,2000000
06-worker-sab-corrida,8,10,3,2000000
06-worker-sab-corrida,8,10,4,2000000
06-worker-sab-corrida,8,10,5,2000000
06-worker-sab-corrida,8,10,6,2000000
06-worker-sab-corrida,8,10,7,2000000
07-worker-cpu,1,1,0,700000000
07-worker-cpu,1,2,0,700000000
07-worker-cpu,1,3,0,700000000
07-worker-cpu,1,4,0,700000000
07-worker-cpu,1,5,0,700000000
07-worker-cpu,1,6,0,700000000
07-worker-cpu,1,7,0,700000000
07-worker-cpu,1,8,0,700000000
07-worker-cpu,1,9,0,700000000
07-worker-cpu,1,10,0,700000000
07-worker-cpu,2,1,0,350000000
07-worker-cpu,2,1,1,350000000
07-worker-cpu,2,2,0,350000000
07-worker-cpu,2,2,1,350000000
07-worker-cpu,2,3,0,350000000
07-worker-cpu,2,3,1,350000000
07-worker-cpu,2,4,0,350000000
07-worker-cpu,2,4,1,350000000
07-worker-cpu,2,5,0,350000000
07-worker-cpu,2,5,1,350000000
07-worker-cpu,2,6,0,350000000
07-worker-cpu,2,6,1,350000000
07-worker-cpu,2,7,0,350000000
07-worker-cpu,2,7,1,350000000
07-worker-cpu,2,8,0,350000000
07-worker-cpu,2,8,1,350000000
07-worker-cpu,2,9,0,350000000
07-worker-cpu,2,9,1,350000000
07-worker-cpu,2,10,0,350000000
07-worker-cpu,2,10,1,350000000
07-worker-cpu,4,1,0,175000000
07-worker-cpu,4,1,1,175000000
07-worker-cpu,4,1,2,175000000
07-worker-cpu,4,1,3,175000000
07-worker-cpu,4,2,0,175000000
07-worker-cpu,4,2,1,175000000
07-worker-cpu,4,2,2,175000000
07-worker-cpu,4,2,3,175000000
07-worker-cpu,4,3,0,175000000
07-worker-cpu,4,3,1,175000000
07-worker-cpu,4,3,2,175000000
07-worker-cpu,4,3,3,175000000
07-worker-cpu,4,4,0,175000000
07-worker-cpu,4,4,1,175000000
07-worker-cpu,4,4,2,175000000
07-worker-cpu,4,4,3,175000000
07-worker-cpu,4,5,0,175000000
07-worker-cpu,4,5,1,175000000
07-worker-cpu,4,5,2,175000000
07-worker-cpu,4,5,3,175000000
07-worker-cpu,4,6,0,175000000
07-worker-cpu,4,6,1,175000000
07-worker-cpu,4,6,2,175000000
07-worker-cpu,4,6,3,175000000
07-worker-cpu,4,7,0,175000000
07-worker-cpu,4,7,1,175000000
07-worker-cpu,4,7,2,175000000
07-worker-cpu,4,7,3,175000000
07-worker-cpu,4,8,0,175000000
07-worker-cpu,4,8,1,175000000
07-worker-cpu,4,8,2,175000000
07-worker-cpu,4,8,3,175000000
07-worker-cpu,4,9,0,175000000
07-worker-cpu,4,9,1,175000000
07-worker-cpu,4,9,2,175000000
07-worker-cpu,4,9,3,175000000
07-worker-cpu,4,10,0,175000000
07-worker-cpu,4,10,1,175000000
07-worker-cpu,4,10,2,175000000
07-worker-cpu,4,10,3,175000000
07-worker-cpu,8,1,0,87500000
07-worker-cpu,8,1,1,87500000
07-worker-cpu,8,1,2,87500000
07-worker-cpu,8,1,3,87500000
07-worker-cpu,8,1,4,87500000
07-worker-cpu,8,1,5,87500000
07-worker-cpu,8,1,6,87500000
07-worker-cpu,8,1,7,87500000
07-worker-cpu,8,2,0,87500000
07-worker-cpu,8,2,1,87500000
07-worker-cpu,8,2,2,87500000
07-worker-cpu,8,2,3,87500000
07-worker-cpu,8,2,4,87500000
07-worker-cpu,8,2,5,87500000
07-worker-cpu,8,2,6,87500000
07-worker-cpu,8,2,7,87500000
07-worker-cpu,8,3,0,87500000
07-worker-cpu,8,3,1,87500000
07-worker-cpu,8,3,2,87500000
07-worker-cpu,8,3,3,87500000
07-worker-cpu,8,3,4,87500000
07-worker-cpu,8,3,5,87500000
07-worker-cpu,8,3,6,87500000
07-worker-cpu,8,3,7,87500000
07-worker-cpu,8,4,0,87500000
07-worker-cpu,8,4,1,87500000
07-worker-cpu,8,4,2,87500000
07-worker-cpu,8,4,3,87500000
07-worker-cpu,8,4,4,87500000
07-worker-cpu,8,4,5,87500000
07-worker-cpu,8,4,6,87500000
07-worker-cpu,8,4,7,87500000
07-worker-cpu,8,5,0,87500000
07-worker-cpu,8,5,1,87500000
07-worker-cpu,8,5,2,87500000
07-worker-cpu,8,5,3,87500000
07-worker-cpu,8,5,4,87500000
07-worker-cpu,8,5,5,87500000
07-worker-cpu,8,5,6,87500000
07-worker-cpu,8,5,7,87500000
