cenario,concorrencia,repeticao,trabalhador,operacoes
02-corrida-sem-thread,64,3,14,4
02-corrida-sem-thread,64,3,15,4
02-corrida-sem-thread,64,3,16,2
02-corrida-sem-thread,64,3,17,5
02-corrida-sem-thread,64,3,18,3
02-corrida-sem-thread,64,3,19,3
02-corrida-sem-thread,64,3,20,2
02-corrida-sem-thread,64,3,21,1
02-corrida-sem-thread,64,3,22,3
02-corrida-sem-thread,64,3,23,1
02-corrida-sem-thread,64,3,24,3
02-corrida-sem-thread,64,3,25,4
02-corrida-sem-thread,64,3,26,4
02-corrida-sem-thread,64,3,27,1
02-corrida-sem-thread,64,3,28,1
02-corrida-sem-thread,64,3,29,1
02-corrida-sem-thread,64,3,30,4
02-corrida-sem-thread,64,3,31,2
02-corrida-sem-thread,64,3,32,5
02-corrida-sem-thread,64,3,33,4
02-corrida-sem-thread,64,3,34,3
02-corrida-sem-thread,64,3,35,2
02-corrida-sem-thread,64,3,36,5
02-corrida-sem-thread,64,3,37,3
02-corrida-sem-thread,64,3,38,2
02-corrida-sem-thread,64,3,39,6
02-corrida-sem-thread,64,3,40,2
02-corrida-sem-thread,64,3,41,2
02-corrida-sem-thread,64,3,42,2
02-corrida-sem-thread,64,3,43,2
02-corrida-sem-thread,64,3,44,2
02-corrida-sem-thread,64,3,45,3
02-corrida-sem-thread,64,3,46,3
02-corrida-sem-thread,64,3,47,3
02-corrida-sem-thread,64,3,48,4
02-corrida-sem-thread,64,3,49,3
02-corrida-sem-thread,64,3,50,2
02-corrida-sem-thread,64,3,51,3
02-corrida-sem-thread,64,3,52,3
02-corrida-sem-thread,64,3,53,7
02-corrida-sem-thread,64,3,54,2
02-corrida-sem-thread,64,3,55,6
02-corrida-sem-thread,64,3,56,5
02-corrida-sem-thread,64,3,57,3
02-corrida-sem-thread,64,3,58,2
02-corrida-sem-thread,64,3,59,2
02-corrida-sem-thread,64,3,60,2
02-corrida-sem-thread,64,3,61,2
02-corrida-sem-thread,64,3,62,3
02-corrida-sem-thread,64,3,63,2
02-corrida-sem-thread,64,4,0,4
02-corrida-sem-thread,64,4,1,4
02-corrida-sem-thread,64,4,2,3
02-corrida-sem-thread,64,4,3,5
02-corrida-sem-thread,64,4,4,2
02-corrida-sem-thread,64,4,5,3
02-corrida-sem-thread,64,4,6,2
02-corrida-sem-thread,64,4,7,3
02-corrida-sem-thread,64,4,8,4
02-corrida-sem-thread,64,4,9,5
02-corrida-sem-thread,64,4,10,4
02-corrida-sem-thread,64,4,11,4
02-corrida-sem-thread,64,4,12,3
02-corrida-sem-thread,64,4,13,3
02-corrida-sem-thread,64,4,14,6
02-corrida-sem-thread,64,4,15,2
02-corrida-sem-thread,64,4,16,3
02-corrida-sem-thread,64,4,17,4
02-corrida-sem-thread,64,4,18,4
02-corrida-sem-thread,64,4,19,4
02-corrida-sem-thread,64,4,20,2
02-corrida-sem-thread,64,4,21,2
02-corrida-sem-thread,64,4,22,2
02-corrida-sem-thread,64,4,23,2
02-corrida-sem-thread,64,4,24,4
02-corrida-sem-thread,64,4,25,2
02-corrida-sem-thread,64,4,26,3
02-corrida-sem-thread,64,4,27,1
02-corrida-sem-thread,64,4,28,2
02-corrida-sem-thread,64,4,29,3
02-corrida-sem-thread,64,4,30,2
02-corrida-sem-thread,64,4,31,3
02-corrida-sem-thread,64,4,32,1
02-corrida-sem-thread,64,4,33,2
02-corrida-sem-thread,64,4,34,4
02-corrida-sem-thread,64,4,35,3
02-corrida-sem-thread,64,4,36,3
02-corrida-sem-thread,64,4,37,1
02-corrida-sem-thread,64,4,38,3
02-corrida-sem-thread,64,4,39,5
02-corrida-sem-thread,64,4,40,3
02-corrida-sem-thread,64,4,41,2
02-corrida-sem-thread,64,4,42,2
02-corrida-sem-thread,64,4,43,3
02-corrida-sem-thread,64,4,44,3
02-corrida-sem-thread,64,4,45,4
02-corrida-sem-thread,64,4,46,2
02-corrida-sem-thread,64,4,47,5
02-corrida-sem-thread,64,4,48,4
02-corrida-sem-thread,64,4,49,3
02-corrida-sem-thread,64,4,50,3
02-corrida-sem-thread,64,4,51,3
02-corrida-sem-thread,64,4,52,7
02-corrida-sem-thread,64,4,53,4
02-corrida-sem-thread,64,4,54,2
02-corrida-sem-thread,64,4,55,3
02-corrida-sem-thread,64,4,56,3
02-corrida-sem-thread,64,4,57,2
02-corrida-sem-thread,64,4,58,6
02-corrida-sem-thread,64,4,59,4
02-corrida-sem-thread,64,4,60,2
02-corrida-sem-thread,64,4,61,3
02-corrida-sem-thread,64,4,62,1
02-corrida-sem-thread,64,4,63,4
02-corrida-sem-thread,64,5,0,7
02-corrida-sem-thread,64,5,1,2
02-corrida-sem-thread,64,5,2,1
02-corrida-sem-thread,64,5,3,4
02-corrida-sem-thread,64,5,4,3
02-corrida-sem-thread,64,5,5,1
02-corrida-sem-thread,64,5,6,1
02-corrida-sem-thread,64,5,7,4
02-corrida-sem-thread,64,5,8,4
02-corrida-sem-thread,64,5,9,4
02-corrida-sem-thread,64,5,10,4
02-corrida-sem-thread,64,5,11,2
02-corrida-sem-thread,64,5,12,8
02-corrida-sem-thread,64,5,13,3
02-corrida-sem-thread,64,5,14,3
02-corrida-sem-thread,64,5,15,2
02-corrida-sem-thread,64,5,16,4
02-corrida-sem-thread,64,5,17,1
02-corrida-sem-thread,64,5,18,1
02-corrida-sem-thread,64,5,19,4
02-corrida-sem-thread,64,5,20,1
02-corrida-sem-thread,64,5,21,2
02-corrida-sem-thread,64,5,22,4
02-corrida-sem-thread,64,5,23,4
02-corrida-sem-thread,64,5,24,4
02-corrida-sem-thread,64,5,25,2
02-corrida-sem-thread,64,5,26,6
02-corrida-sem-thread,64,5,27,2
02-corrida-sem-thread,64,5,28,1
02-corrida-sem-thread,64,5,29,4
02-corrida-sem-thread,64,5,30,3
02-corrida-sem-thread,64,5,31,2
02-corrida-sem-thread,64,5,32,1
02-corrida-sem-thread,64,5,33,4
02-corrida-sem-thread,64,5,34,4
02-corrida-sem-thread,64,5,35,3
02-corrida-sem-thread,64,5,36,3
02-corrida-sem-thread,64,5,37,2
02-corrida-sem-thread,64,5,38,2
02-corrida-sem-thread,64,5,39,3
02-corrida-sem-thread,64,5,40,3
02-corrida-sem-thread,64,5,41,2
02-corrida-sem-thread,64,5,42,3
02-corrida-sem-thread,64,5,43,2
02-corrida-sem-thread,64,5,44,6
02-corrida-sem-thread,64,5,45,3
02-corrida-sem-thread,64,5,46,3
02-corrida-sem-thread,64,5,47,2
02-corrida-sem-thread,64,5,48,1
02-corrida-sem-thread,64,5,49,4
02-corrida-sem-thread,64,5,50,3
02-corrida-sem-thread,64,5,51,4
02-corrida-sem-thread,64,5,52,3
02-corrida-sem-thread,64,5,53,3
02-corrida-sem-thread,64,5,54,3
02-corrida-sem-thread,64,5,55,6
02-corrida-sem-thread,64,5,56,5
02-corrida-sem-thread,64,5,57,1
02-corrida-sem-thread,64,5,58,3
02-corrida-sem-thread,64,5,59,4
02-corrida-sem-thread,64,5,60,5
02-corrida-sem-thread,64,5,61,2
02-corrida-sem-thread,64,5,62,3
02-corrida-sem-thread,64,5,63,6
02-corrida-sem-thread,64,6,0,4
02-corrida-sem-thread,64,6,1,4
02-corrida-sem-thread,64,6,2,3
02-corrida-sem-thread,64,6,3,3
02-corrida-sem-thread,64,6,4,3
02-corrida-sem-thread,64,6,5,2
02-corrida-sem-thread,64,6,6,3
02-corrida-sem-thread,64,6,7,2
02-corrida-sem-thread,64,6,8,4
02-corrida-sem-thread,64,6,9,3
02-corrida-sem-thread,64,6,10,3
02-corrida-sem-thread,64,6,11,3
02-corrida-sem-thread,64,6,12,3
02-corrida-sem-thread,64,6,13,2
02-corrida-sem-thread,64,6,14,4
02-corrida-sem-thread,64,6,15,2
02-corrida-sem-thread,64,6,16,7
02-corrida-sem-thread,64,6,17,3
02-corrida-sem-thread,64,6,18,3
02-corrida-sem-thread,64,6,19,4
02-corrida-sem-thread,64,6,20,4
02-corrida-sem-thread,64,6,21,5
02-corrida-sem-thread,64,6,22,2
02-corrida-sem-thread,64,6,23,3
02-corrida-sem-thread,64,6,24,2
02-corrida-sem-thread,64,6,25,3
02-corrida-sem-thread,64,6,26,2
02-corrida-sem-thread,64,6,27,3
02-corrida-sem-thread,64,6,28,4
02-corrida-sem-thread,64,6,29,6
02-corrida-sem-thread,64,6,30,2
02-corrida-sem-thread,64,6,31,2
02-corrida-sem-thread,64,6,32,3
02-corrida-sem-thread,64,6,33,2
02-corrida-sem-thread,64,6,34,2
02-corrida-sem-thread,64,6,35,5
02-corrida-sem-thread,64,6,36,3
02-corrida-sem-thread,64,6,37,4
02-corrida-sem-thread,64,6,38,1
02-corrida-sem-thread,64,6,39,2
02-corrida-sem-thread,64,6,40,1
02-corrida-sem-thread,64,6,41,5
02-corrida-sem-thread,64,6,42,1
02-corrida-sem-thread,64,6,43,3
02-corrida-sem-thread,64,6,44,3
02-corrida-sem-thread,64,6,45,4
02-corrida-sem-thread,64,6,46,3
02-corrida-sem-thread,64,6,47,3
02-corrida-sem-thread,64,6,48,3
02-corrida-sem-thread,64,6,49,2
02-corrida-sem-thread,64,6,50,3
02-corrida-sem-thread,64,6,51,3
02-corrida-sem-thread,64,6,52,3
02-corrida-sem-thread,64,6,53,2
02-corrida-sem-thread,64,6,54,4
02-corrida-sem-thread,64,6,55,1
02-corrida-sem-thread,64,6,56,4
02-corrida-sem-thread,64,6,57,3
02-corrida-sem-thread,64,6,58,5
02-corrida-sem-thread,64,6,59,3
02-corrida-sem-thread,64,6,60,5
02-corrida-sem-thread,64,6,61,5
02-corrida-sem-thread,64,6,62,2
02-corrida-sem-thread,64,6,63,4
02-corrida-sem-thread,64,7,0,3
02-corrida-sem-thread,64,7,1,8
02-corrida-sem-thread,64,7,2,1
02-corrida-sem-thread,64,7,3,4
02-corrida-sem-thread,64,7,4,3
02-corrida-sem-thread,64,7,5,4
02-corrida-sem-thread,64,7,6,3
02-corrida-sem-thread,64,7,7,2
02-corrida-sem-thread,64,7,8,3
02-corrida-sem-thread,64,7,9,4
02-corrida-sem-thread,64,7,10,4
02-corrida-sem-thread,64,7,11,3
02-corrida-sem-thread,64,7,12,4
02-corrida-sem-thread,64,7,13,5
02-corrida-sem-thread,64,7,14,1
02-corrida-sem-thread,64,7,15,1
02-corrida-sem-thread,64,7,16,1
02-corrida-sem-thread,64,7,17,2
02-corrida-sem-thread,64,7,18,3
02-corrida-sem-thread,64,7,19,2
02-corrida-sem-thread,64,7,20,2
02-corrida-sem-thread,64,7,21,6
02-corrida-sem-thread,64,7,22,1
02-corrida-sem-thread,64,7,23,2
02-corrida-sem-thread,64,7,24,3
02-corrida-sem-thread,64,7,25,4
02-corrida-sem-thread,64,7,26,3
02-corrida-sem-thread,64,7,27,3
02-corrida-sem-thread,64,7,28,5
02-corrida-sem-thread,64,7,29,4
02-corrida-sem-thread,64,7,30,2
02-corrida-sem-thread,64,7,31,5
02-corrida-sem-thread,64,7,32,1
02-corrida-sem-thread,64,7,33,3
02-corrida-sem-thread,64,7,34,3
02-corrida-sem-thread,64,7,35,2
02-corrida-sem-thread,64,7,36,2
02-corrida-sem-thread,64,7,37,2
02-corrida-sem-thread,64,7,38,7
02-corrida-sem-thread,64,7,39,3
02-corrida-sem-thread,64,7,40,1
02-corrida-sem-thread,64,7,41,4
02-corrida-sem-thread,64,7,42,3
02-corrida-sem-thread,64,7,43,4
02-corrida-sem-thread,64,7,44,3
02-corrida-sem-thread,64,7,45,4
02-corrida-sem-thread,64,7,46,4
02-corrida-sem-thread,64,7,47,3
02-corrida-sem-thread,64,7,48,4
02-corrida-sem-thread,64,7,49,4
02-corrida-sem-thread,64,7,50,2
02-corrida-sem-thread,64,7,51,3
02-corrida-sem-thread,64,7,52,2
02-corrida-sem-thread,64,7,53,2
02-corrida-sem-thread,64,7,54,2
02-corrida-sem-thread,64,7,55,1
02-corrida-sem-thread,64,7,56,6
02-corrida-sem-thread,64,7,57,2
02-corrida-sem-thread,64,7,58,3
02-corrida-sem-thread,64,7,59,6
02-corrida-sem-thread,64,7,60,5
02-corrida-sem-thread,64,7,61,3
02-corrida-sem-thread,64,7,62,4
02-corrida-sem-thread,64,7,63,1
02-corrida-sem-thread,64,8,0,6
02-corrida-sem-thread,64,8,1,5
02-corrida-sem-thread,64,8,2,2
02-corrida-sem-thread,64,8,3,4
02-corrida-sem-thread,64,8,4,6
02-corrida-sem-thread,64,8,5,6
02-corrida-sem-thread,64,8,6,3
02-corrida-sem-thread,64,8,7,2
02-corrida-sem-thread,64,8,8,3
02-corrida-sem-thread,64,8,9,4
02-corrida-sem-thread,64,8,10,4
02-corrida-sem-thread,64,8,11,4
02-corrida-sem-thread,64,8,12,4
02-corrida-sem-thread,64,8,13,2
02-corrida-sem-thread,64,8,14,2
02-corrida-sem-thread,64,8,15,3
02-corrida-sem-thread,64,8,16,1
02-corrida-sem-thread,64,8,17,1
02-corrida-sem-thread,64,8,18,3
02-corrida-sem-thread,64,8,19,3
02-corrida-sem-thread,64,8,20,3
02-corrida-sem-thread,64,8,21,2
02-corrida-sem-thread,64,8,22,1
02-corrida-sem-thread,64,8,23,2
02-corrida-sem-thread,64,8,24,3
02-corrida-sem-thread,64,8,25,3
02-corrida-sem-thread,64,8,26,3
02-corrida-sem-thread,64,8,27,4
02-corrida-sem-thread,64,8,28,6
02-corrida-sem-thread,64,8,29,3
02-corrida-sem-thread,64,8,30,3
02-corrida-sem-thread,64,8,31,3
02-corrida-sem-thread,64,8,32,3
02-corrida-sem-thread,64,8,33,4
02-corrida-sem-thread,64,8,34,3
02-corrida-sem-thread,64,8,35,1
02-corrida-sem-thread,64,8,36,2
02-corrida-sem-thread,64,8,37,4
02-corrida-sem-thread,64,8,38,3
02-corrida-sem-thread,64,8,39,3
02-corrida-sem-thread,64,8,40,3
02-corrida-sem-thread,64,8,41,2
02-corrida-sem-thread,64,8,42,4
02-corrida-sem-thread,64,8,43,2
02-corrida-sem-thread,64,8,44,2
02-corrida-sem-thread,64,8,45,2
02-corrida-sem-thread,64,8,46,4
02-corrida-sem-thread,64,8,47,4
02-corrida-sem-thread,64,8,48,4
02-corrida-sem-thread,64,8,49,3
02-corrida-sem-thread,64,8,50,4
02-corrida-sem-thread,64,8,51,3
02-corrida-sem-thread,64,8,52,4
02-corrida-sem-thread,64,8,53,4
02-corrida-sem-thread,64,8,54,5
02-corrida-sem-thread,64,8,55,5
02-corrida-sem-thread,64,8,56,1
02-corrida-sem-thread,64,8,57,2
02-corrida-sem-thread,64,8,58,2
02-corrida-sem-thread,64,8,59,4
02-corrida-sem-thread,64,8,60,1
02-corrida-sem-thread,64,8,61,2
02-corrida-sem-thread,64,8,62,4
02-corrida-sem-thread,64,8,63,2
02-corrida-sem-thread,64,9,0,7
02-corrida-sem-thread,64,9,1,6
02-corrida-sem-thread,64,9,2,3
02-corrida-sem-thread,64,9,3,1
02-corrida-sem-thread,64,9,4,1
02-corrida-sem-thread,64,9,5,1
02-corrida-sem-thread,64,9,6,4
02-corrida-sem-thread,64,9,7,2
02-corrida-sem-thread,64,9,8,4
02-corrida-sem-thread,64,9,9,6
02-corrida-sem-thread,64,9,10,2
02-corrida-sem-thread,64,9,11,2
02-corrida-sem-thread,64,9,12,3
02-corrida-sem-thread,64,9,13,3
02-corrida-sem-thread,64,9,14,3
02-corrida-sem-thread,64,9,15,4
02-corrida-sem-thread,64,9,16,4
02-corrida-sem-thread,64,9,17,1
02-corrida-sem-thread,64,9,18,2
02-corrida-sem-thread,64,9,19,7
02-corrida-sem-thread,64,9,20,2
02-corrida-sem-thread,64,9,21,4
02-corrida-sem-thread,64,9,22,2
02-corrida-sem-thread,64,9,23,1
02-corrida-sem-thread,64,9,24,3
02-corrida-sem-thread,64,9,25,3
02-corrida-sem-thread,64,9,26,2
02-corrida-sem-thread,64,9,27,2
02-corrida-sem-thread,64,9,28,5
02-corrida-sem-thread,64,9,29,3
02-corrida-sem-thread,64,9,30,4
02-corrida-sem-thread,64,9,31,4
02-corrida-sem-thread,64,9,32,1
02-corrida-sem-thread,64,9,33,6
02-corrida-sem-thread,64,9,34,4
02-corrida-sem-thread,64,9,35,7
02-corrida-sem-thread,64,9,36,4
02-corrida-sem-thread,64,9,37,3
02-corrida-sem-thread,64,9,38,1
02-corrida-sem-thread,64,9,39,1
02-corrida-sem-thread,64,9,40,3
02-corrida-sem-thread,64,9,41,5
02-corrida-sem-thread,64,9,42,2
02-corrida-sem-thread,64,9,43,4
02-corrida-sem-thread,64,9,44,3
02-corrida-sem-thread,64,9,45,2
02-corrida-sem-thread,64,9,46,2
02-corrida-sem-thread,64,9,47,4
02-corrida-sem-thread,64,9,48,5
02-corrida-sem-thread,64,9,49,2
02-corrida-sem-thread,64,9,50,3
02-corrida-sem-thread,64,9,51,3
02-corrida-sem-thread,64,9,52,2
02-corrida-sem-thread,64,9,53,3
02-corrida-sem-thread,64,9,54,2
02-corrida-sem-thread,64,9,55,2
02-corrida-sem-thread,64,9,56,6
02-corrida-sem-thread,64,9,57,2
02-corrida-sem-thread,64,9,58,3
02-corrida-sem-thread,64,9,59,2
02-corrida-sem-thread,64,9,60,1
02-corrida-sem-thread,64,9,61,4
02-corrida-sem-thread,64,9,62,3
02-corrida-sem-thread,64,9,63,4
02-corrida-sem-thread,64,10,0,6
02-corrida-sem-thread,64,10,1,4
02-corrida-sem-thread,64,10,2,3
02-corrida-sem-thread,64,10,3,4
02-corrida-sem-thread,64,10,4,2
02-corrida-sem-thread,64,10,5,4
02-corrida-sem-thread,64,10,6,4
02-corrida-sem-thread,64,10,7,3
02-corrida-sem-thread,64,10,8,5
02-corrida-sem-thread,64,10,9,3
02-corrida-sem-thread,64,10,10,2
02-corrida-sem-thread,64,10,11,5
02-corrida-sem-thread,64,10,12,4
02-corrida-sem-thread,64,10,13,4
02-corrida-sem-thread,64,10,14,4
02-corrida-sem-thread,64,10,15,4
02-corrida-sem-thread,64,10,16,3
02-corrida-sem-thread,64,10,17,3
02-corrida-sem-thread,64,10,18,2
02-corrida-sem-thread,64,10,19,1
02-corrida-sem-thread,64,10,20,1
02-corrida-sem-thread,64,10,21,1
02-corrida-sem-thread,64,10,22,3
02-corrida-sem-thread,64,10,23,3
02-corrida-sem-thread,64,10,24,7
02-corrida-sem-thread,64,10,25,2
02-corrida-sem-thread,64,10,26,4
02-corrida-sem-thread,64,10,27,2
02-corrida-sem-thread,64,10,28,1
02-corrida-sem-thread,64,10,29,2
02-corrida-sem-thread,64,10,30,3
02-corrida-sem-thread,64,10,31,8
02-corrida-sem-thread,64,10,32,6
02-corrida-sem-thread,64,10,33,1
02-corrida-sem-thread,64,10,34,2
02-corrida-sem-thread,64,10,35,2
02-corrida-sem-thread,64,10,36,3
02-corrida-sem-thread,64,10,37,3
02-corrida-sem-thread,64,10,38,4
02-corrida-sem-thread,64,10,39,1
02-corrida-sem-thread,64,10,40,4
02-corrida-sem-thread,64,10,41,3
02-corrida-sem-thread,64,10,42,3
02-corrida-sem-thread,64,10,43,3
02-corrida-sem-thread,64,10,44,4
02-corrida-sem-thread,64,10,45,2
02-corrida-sem-thread,64,10,46,4
02-corrida-sem-thread,64,10,47,3
02-corrida-sem-thread,64,10,48,4
02-corrida-sem-thread,64,10,49,3
02-corrida-sem-thread,64,10,50,4
02-corrida-sem-thread,64,10,51,1
02-corrida-sem-thread,64,10,52,3
02-corrida-sem-thread,64,10,53,2
02-corrida-sem-thread,64,10,54,4
02-corrida-sem-thread,64,10,55,2
02-corrida-sem-thread,64,10,56,2
02-corrida-sem-thread,64,10,57,6
02-corrida-sem-thread,64,10,58,3
02-corrida-sem-thread,64,10,59,1
02-corrida-sem-thread,64,10,60,2
02-corrida-sem-thread,64,10,61,2
02-corrida-sem-thread,64,10,62,2
02-corrida-sem-thread,64,10,63,4
04-event-loop-travado,1,1,0,700000000
04-event-loop-travado,1,2,0,700000000
04-event-loop-travado,1,3,0,700000000
04-event-loop-travado,1,4,0,700000000
04-event-loop-travado,1,5,0,700000000
04-event-loop-travado,1,6,0,700000000
04-event-loop-travado,1,7,0,700000000
04-event-loop-travado,1,8,0,700000000
04-event-loop-travado,1,9,0,700000000
04-event-loop-travado,1,10,0,700000000
05-conexao-compartilhada,1,1,0,60
05-conexao-compartilhada,1,2,0,60
05-conexao-compartilhada,1,3,0,60
05-conexao-compartilhada,1,4,0,60
05-conexao-compartilhada,1,5,0,60
05-conexao-compartilhada,1,6,0,60
05-conexao-compartilhada,1,7,0,60
05-conexao-compartilhada,1,8,0,60
05-conexao-compartilhada,1,9,0,60
05-conexao-compartilhada,1,10,0,60
05-conexao-compartilhada,2,1,0,30
05-conexao-compartilhada,2,1,1,30
05-conexao-compartilhada,2,2,0,30
05-conexao-compartilhada,2,2,1,30
05-conexao-compartilhada,2,3,0,30
05-conexao-compartilhada,2,3,1,30
05-conexao-compartilhada,2,4,0,30
05-conexao-compartilhada,2,4,1,30
05-conexao-compartilhada,2,5,0,30
05-conexao-compartilhada,2,5,1,30
05-conexao-compartilhada,2,6,0,30
05-conexao-compartilhada,2,6,1,30
05-conexao-compartilhada,2,7,0,30
05-conexao-compartilhada,2,7,1,30
05-conexao-compartilhada,2,8,0,30
05-conexao-compartilhada,2,8,1,30
05-conexao-compartilhada,2,9,0,30
05-conexao-compartilhada,2,9,1,30
05-conexao-compartilhada,2,10,0,30
05-conexao-compartilhada,2,10,1,30
05-conexao-compartilhada,4,1,0,15
05-conexao-compartilhada,4,1,1,15
05-conexao-compartilhada,4,1,2,15
05-conexao-compartilhada,4,1,3,15
05-conexao-compartilhada,4,2,0,15
05-conexao-compartilhada,4,2,1,15
05-conexao-compartilhada,4,2,2,15
05-conexao-compartilhada,4,2,3,15
05-conexao-compartilhada,4,3,0,15
05-conexao-compartilhada,4,3,1,15
05-conexao-compartilhada,4,3,2,15
05-conexao-compartilhada,4,3,3,15
05-conexao-compartilhada,4,4,0,15
05-conexao-compartilhada,4,4,1,15
05-conexao-compartilhada,4,4,2,15
05-conexao-compartilhada,4,4,3,15
05-conexao-compartilhada,4,5,0,15
05-conexao-compartilhada,4,5,1,15
05-conexao-compartilhada,4,5,2,15
05-conexao-compartilhada,4,5,3,15
05-conexao-compartilhada,4,6,0,15
05-conexao-compartilhada,4,6,1,15
05-conexao-compartilhada,4,6,2,15
05-conexao-compartilhada,4,6,3,15
05-conexao-compartilhada,4,7,0,15
05-conexao-compartilhada,4,7,1,15
05-conexao-compartilhada,4,7,2,15
05-conexao-compartilhada,4,7,3,15
05-conexao-compartilhada,4,8,0,15
05-conexao-compartilhada,4,8,1,15
05-conexao-compartilhada,4,8,2,15
05-conexao-compartilhada,4,8,3,15
05-conexao-compartilhada,4,9,0,15
05-conexao-compartilhada,4,9,1,15
05-conexao-compartilhada,4,9,2,15
05-conexao-compartilhada,4,9,3,15
05-conexao-compartilhada,4,10,0,15
05-conexao-compartilhada,4,10,1,15
05-conexao-compartilhada,4,10,2,15
05-conexao-compartilhada,4,10,3,15
05-conexao-compartilhada,8,1,0,8
05-conexao-compartilhada,8,1,1,8
05-conexao-compartilhada,8,1,2,8
05-conexao-compartilhada,8,1,3,8
05-conexao-compartilhada,8,1,4,7
05-conexao-compartilhada,8,1,5,7
05-conexao-compartilhada,8,1,6,7
05-conexao-compartilhada,8,1,7,7
05-conexao-compartilhada,8,2,0,8
05-conexao-compartilhada,8,2,1,8
05-conexao-compartilhada,8,2,2,8
05-conexao-compartilhada,8,2,3,8
05-conexao-compartilhada,8,2,4,7
05-conexao-compartilhada,8,2,5,7
05-conexao-compartilhada,8,2,6,7
05-conexao-compartilhada,8,2,7,7
05-conexao-compartilhada,8,3,0,8
05-conexao-compartilhada,8,3,1,8
05-conexao-compartilhada,8,3,2,8
05-conexao-compartilhada,8,3,3,8
05-conexao-compartilhada,8,3,4,7
05-conexao-compartilhada,8,3,5,7
05-conexao-compartilhada,8,3,6,7
05-conexao-compartilhada,8,3,7,7
05-conexao-compartilhada,8,4,0,8
05-conexao-compartilhada,8,4,1,8
05-conexao-compartilhada,8,4,2,8
05-conexao-compartilhada,8,4,3,8
05-conexao-compartilhada,8,4,4,7
05-conexao-compartilhada,8,4,5,7
05-conexao-compartilhada,8,4,6,7
05-conexao-compartilhada,8,4,7,7
05-conexao-compartilhada,8,5,0,8
05-conexao-compartilhada,8,5,1,8
05-conexao-compartilhada,8,5,2,8
05-conexao-compartilhada,8,5,3,8
05-conexao-compartilhada,8,5,4,7
05-conexao-compartilhada,8,5,5,7
05-conexao-compartilhada,8,5,6,7
05-conexao-compartilhada,8,5,7,7
05-conexao-compartilhada,8,6,0,8
05-conexao-compartilhada,8,6,1,8
05-conexao-compartilhada,8,6,2,8
05-conexao-compartilhada,8,6,3,8
05-conexao-compartilhada,8,6,4,7
05-conexao-compartilhada,8,6,5,7
05-conexao-compartilhada,8,6,6,7
05-conexao-compartilhada,8,6,7,7
05-conexao-compartilhada,8,7,0,8
05-conexao-compartilhada,8,7,1,8
05-conexao-compartilhada,8,7,2,8
05-conexao-compartilhada,8,7,3,8
05-conexao-compartilhada,8,7,4,7
05-conexao-compartilhada,8,7,5,7
05-conexao-compartilhada,8,7,6,7
05-conexao-compartilhada,8,7,7,7
05-conexao-compartilhada,8,8,0,8
05-conexao-compartilhada,8,8,1,8
05-conexao-compartilhada,8,8,2,8
05-conexao-compartilhada,8,8,3,8
05-conexao-compartilhada,8,8,4,7
05-conexao-compartilhada,8,8,5,7
05-conexao-compartilhada,8,8,6,7
05-conexao-compartilhada,8,8,7,7
05-conexao-compartilhada,8,9,0,8
05-conexao-compartilhada,8,9,1,8
05-conexao-compartilhada,8,9,2,8
05-conexao-compartilhada,8,9,3,8
05-conexao-compartilhada,8,9,4,7
05-conexao-compartilhada,8,9,5,7
05-conexao-compartilhada,8,9,6,7
05-conexao-compartilhada,8,9,7,7
05-conexao-compartilhada,8,10,0,8
05-conexao-compartilhada,8,10,1,8
05-conexao-compartilhada,8,10,2,8
05-conexao-compartilhada,8,10,3,8
05-conexao-compartilhada,8,10,4,7
05-conexao-compartilhada,8,10,5,7
05-conexao-compartilhada,8,10,6,7
05-conexao-compartilhada,8,10,7,7
05-conexao-compartilhada,16,1,0,4
05-conexao-compartilhada,16,1,1,4
05-conexao-compartilhada,16,1,2,4
05-conexao-compartilhada,16,1,3,4
05-conexao-compartilhada,16,1,4,4
05-conexao-compartilhada,16,1,5,4
05-conexao-compartilhada,16,1,6,4
05-conexao-compartilhada,16,1,7,4
05-conexao-compartilhada,16,1,8,4
05-conexao-compartilhada,16,1,9,4
05-conexao-compartilhada,16,1,10,4
05-conexao-compartilhada,16,1,11,4
05-conexao-compartilhada,16,1,12,3
05-conexao-compartilhada,16,1,13,3
05-conexao-compartilhada,16,1,14,3
05-conexao-compartilhada,16,1,15,3
05-conexao-compartilhada,16,2,0,4
05-conexao-compartilhada,16,2,1,4
05-conexao-compartilhada,16,2,2,4
05-conexao-compartilhada,16,2,3,4
05-conexao-compartilhada,16,2,4,4
05-conexao-compartilhada,16,2,5,4
05-conexao-compartilhada,16,2,6,4
05-conexao-compartilhada,16,2,7,4
05-conexao-compartilhada,16,2,8,4
05-conexao-compartilhada,16,2,9,4
05-conexao-compartilhada,16,2,10,4
05-conexao-compartilhada,16,2,11,4
05-conexao-compartilhada,16,2,12,3
05-conexao-compartilhada,16,2,13,3
05-conexao-compartilhada,16,2,14,3
05-conexao-compartilhada,16,2,15,3
05-conexao-compartilhada,16,3,0,4
05-conexao-compartilhada,16,3,1,4
05-conexao-compartilhada,16,3,2,4
05-conexao-compartilhada,16,3,3,4
05-conexao-compartilhada,16,3,4,4
05-conexao-compartilhada,16,3,5,4
05-conexao-compartilhada,16,3,6,4
05-conexao-compartilhada,16,3,7,4
